,beta init,beta fit,alpha init,alpha fit,lambda init,lambda fit,w low stakes low arm init,w low stakes low arm fit,w high stakes low arm init,w high stakes low arm fit,w low stakes high arm init,w low stakes high arm fit,w high stakes high arm init,w high stakes high arm fit,stickiness init,stickiness fit,resp stickiness init,resp stickiness fit,eta init,eta fit,kappa init,kappa fit,subid,LL
0,11.077771746289521,1.8202899334057847,0.8458990920083329,0.6223597223626932,0.8762134114293725,0.2872566657031533,0.7968754941212578,0.4832562499790443,0.4784327731154619,0.5000165661347834,0.5062615976198855,0.4999951630888583,0.34973513599647743,0.5000261614391535,8.813955917830892,0.22929688932786602,-8.443806648690892,-0.1605771578647725,0.06614647254942485,0.4425210564623661,0.9335330386907768,0.4868061881262922,AYDILOZLKOAS8,152.1898490172045
1,12.666131640046046,0.8878282465189888,0.8329592291525593,0.4985680814231751,0.7420788172078098,0.4896309515850858,0.9889270053757095,0.7503644243361162,0.23699016491753974,0.4999995293470851,0.7308404462053958,0.5000005008713064,0.5474902815516433,0.4999994245500977,-7.824048460560057,0.1804841322219496,-13.141579428735652,-1.0877240920543334,0.9805045006357948,0.5473435116328238,0.4897870845796943,0.5335399637540769,A3EA4SHCLJ1UZQ,142.2767309052593
2,10.016190542415321,1.1175665679643267,0.7788412379403764,0.3064544642541365,0.2318099548784124,0.3472096705543456,0.009234488205613844,0.24532566407646164,0.4588905638436728,0.5000007719230071,0.6873589881107157,0.4999971354442864,0.6386317573850304,0.4999980966808991,-15.014306950457124,0.29757592461508664,-18.11579100581274,-0.5847839114115162,0.2219272291485317,0.5074749720649985,0.7520761177179869,0.5033793093756822,A28T38MOUG43YD,149.76283274757756
4,0.5304640125929437,2.669958385415994,0.979522845195144,0.8194398654586811,0.5818558583740666,0.481077494364599,0.8194001182892771,0.7766251448792223,0.6684955407091209,0.5000487768976161,0.3444349448550551,0.4999474599790513,0.8540286617175099,0.500017186261564,-14.287831039808552,0.08248455600486984,17.088216609357858,-0.06146596435657065,0.5444303213898395,0.38295623888106617,0.534255047532914,0.4797137514896657,A2G7N0X0PNX0EE,133.89689490162587
5,14.16180690790126,0.678768019228135,0.8206546981990639,0.3932396378351975,0.8690148742179906,0.5297920947496491,0.05164335874653663,0.3590327600289072,0.4914092066382993,0.4999979116182765,0.7270332157420097,0.5000055706008155,0.33671999155483684,0.5000055702546506,-18.517663919347804,0.06884910180158249,-18.146164942607147,-1.5217841770788634,0.060040355141495375,0.4914980558393911,0.7682138924820024,0.4976887164932843,A1G5EPLJEGL381,143.774765347966
6,16.24171846811788,2.3897540610061654,0.2277721659114424,0.8516567356814309,0.3250323678968109,0.5488503252561479,0.5560783722026501,0.8072453265173877,0.3003435622043745,0.4999958006033226,0.011299634518943292,0.4999892547303128,0.481611837458013,0.4999990328958462,-16.422717499805177,0.3390934761539281,2.4818659919495047,-0.15300947850577806,0.27242840614847585,0.21754465644322515,0.4735458372364194,0.475858466649786,A38I0E8UK53ME5,123.07826754489453
7,10.776008515182225,3.645691309474272,0.8970755736312983,0.9158948885689704,0.9118906323621888,0.6244071728484497,0.25971237095884603,0.9128783386327038,0.9658576421365368,0.5000671901569274,0.4895730502697822,0.5000295260393428,0.4338499428326658,0.5000234397299715,10.40106391667466,0.008190046512255342,5.4974168071332805,-0.055240356269295764,0.2550233107529704,0.7338360225347152,0.8022404545527402,0.6187589308411471,A1P47Q6LZPLQ6P,131.29505942376494
8,17.590046601717255,3.3920661611195664,0.3658596186308977,0.8978459835883658,0.8040985187776131,0.6318978176993633,0.007991608207266267,0.9117884285939214,0.14815107877741568,0.4999931046991704,0.2985435343418473,0.4999220532844191,0.17820809261352105,0.4999604806091894,10.71692843032264,0.0938863580831686,-5.926309510579912,0.042221336003657,0.8658821960154951,0.2687261929134085,0.1711070334940646,0.4493114155215509,A2C8CPT60DE5V8,121.16409890473469
9,10.15186758004158,1.7534598553976033,0.2783947290715161,0.8057732603726399,0.9227961662867379,0.479426732164633,0.2483265835708522,0.8779435147981207,0.9900495662337356,0.4999982428179788,0.6238415073124133,0.5000020370580198,0.9544347175801654,0.5000044827797145,19.261404589120765,0.0673448607761219,0.2734068065000841,-0.07008134728789689,0.09150637476946433,0.4763582465177838,0.8875480374953735,0.495933192848607,A19FWZXTGX663T,160.69068674364703
10,7.692587325822696,1.0574916868280952,0.3974155092093757,0.6473166122495453,0.11301598007798185,0.5429421227653467,0.4319121692242304,0.8198443317033988,0.776225352895948,0.4999976464179938,0.13217627123058534,0.5000015701196776,0.5506943516544748,0.4999972935646584,17.668559575442988,0.2289079260028776,6.065962600042223,-0.4385728703656885,0.9809340027736496,0.5297212839355063,0.1386992018635601,0.5098691235907741,A1GC6CN3F0IHWN,154.14200860688248
