,state1,state2,stake,actions,points,high_arm,rt_1,rt_2,stim_left_num,subid,choice1
0,3.0,1.0,5,1.0,0.1111111111111111,1,1,1,1,256,5.0
1,4.0,2.0,5,2.0,0.0,1,1,1,1,256,8.0
2,3.0,1.0,5,1.0,0.3333333333333333,1,1,1,1,256,5.0
3,1.0,2.0,1,2.0,0.3333333333333333,1,1,1,1,256,2.0
4,3.0,1.0,5,1.0,0.0,1,1,1,1,256,5.0
5,2.0,2.0,1,2.0,0.1111111111111111,1,1,1,1,256,4.0
6,3.0,1.0,5,1.0,0.2222222222222222,1,1,1,1,256,5.0
7,1.0,1.0,1,1.0,0.1111111111111111,1,1,1,1,256,1.0
8,4.0,2.0,5,2.0,0.2222222222222222,1,1,1,1,256,8.0
9,1.0,1.0,1,1.0,0.1111111111111111,1,1,1,1,256,1.0
10,2.0,2.0,1,2.0,0.1111111111111111,1,1,1,1,256,4.0
11,4.0,2.0,5,2.0,0.2222222222222222,1,1,1,1,256,8.0
12,1.0,2.0,5,2.0,0.1111111111111111,1,1,1,1,256,2.0
13,2.0,1.0,5,1.0,0.3333333333333333,1,1,1,1,256,3.0
14,1.0,1.0,1,1.0,0.1111111111111111,1,1,1,1,256,1.0
15,3.0,2.0,5,2.0,0.0,1,1,1,1,256,6.0
16,1.0,1.0,1,1.0,0.0,1,1,1,1,256,1.0
17,1.0,1.0,1,1.0,0.4444444444444444,1,1,1,1,256,1.0
18,3.0,1.0,1,1.0,0.2222222222222222,1,1,1,1,256,5.0
19,4.0,1.0,5,1.0,0.1111111111111111,1,1,1,1,256,7.0
20,1.0,2.0,1,2.0,0.1111111111111111,1,1,1,1,256,2.0
21,2.0,1.0,5,1.0,0.1111111111111111,1,1,1,1,256,3.0
22,1.0,1.0,1,1.0,0.3333333333333333,1,1,1,1,256,1.0
23,2.0,2.0,1,2.0,0.2222222222222222,1,1,1,1,256,4.0
24,4.0,1.0,5,1.0,0.0,1,1,1,1,256,7.0
25,4.0,2.0,5,2.0,0.2222222222222222,1,1,1,1,256,8.0
26,1.0,2.0,1,2.0,0.1111111111111111,1,1,1,1,256,2.0
27,4.0,1.0,5,1.0,0.1111111111111111,1,1,1,1,256,7.0
28,3.0,1.0,5,1.0,0.4444444444444444,1,1,1,1,256,5.0
29,2.0,2.0,1,2.0,0.2222222222222222,1,1,1,1,256,4.0
30,2.0,2.0,5,2.0,0.2222222222222222,1,1,1,1,256,4.0
31,4.0,2.0,5,2.0,0.0,1,1,1,1,256,8.0
32,2.0,1.0,1,1.0,0.2222222222222222,1,1,1,1,256,3.0
33,3.0,2.0,5,2.0,0.2222222222222222,1,1,1,1,256,6.0
34,4.0,2.0,5,2.0,0.2222222222222222,1,1,1,1,256,8.0
35,2.0,1.0,1,1.0,0.3333333333333333,1,1,1,1,256,3.0
36,4.0,2.0,1,2.0,0.0,1,1,1,1,256,8.0
37,1.0,1.0,1,1.0,0.5555555555555556,1,1,1,1,256,1.0
38,1.0,2.0,1,2.0,0.3333333333333333,1,1,1,1,256,2.0
39,1.0,1.0,1,1.0,0.1111111111111111,1,1,1,1,256,1.0
40,4.0,2.0,5,2.0,0.1111111111111111,1,1,1,1,256,8.0
41,1.0,1.0,1,1.0,0.1111111111111111,1,1,1,1,256,1.0
42,2.0,1.0,1,1.0,0.2222222222222222,1,1,1,1,256,3.0
43,1.0,1.0,1,1.0,0.1111111111111111,1,1,1,1,256,1.0
44,3.0,1.0,1,1.0,0.0,1,1,1,1,256,5.0
