,state1,state2,stake,actions,points,high_arm,rt_1,rt_2,stim_left_num,subid,choice1
0,4.0,2.0,5,2.0,0.1111111111111111,1,1,1,1,314,8.0
1,2.0,2.0,1,2.0,0.6666666666666666,1,1,1,1,314,4.0
2,1.0,2.0,1,2.0,0.1111111111111111,1,1,1,1,314,2.0
3,2.0,2.0,1,2.0,0.1111111111111111,1,1,1,1,314,4.0
4,2.0,2.0,5,2.0,0.0,1,1,1,1,314,4.0
5,3.0,1.0,5,1.0,0.5555555555555556,1,1,1,1,314,5.0
6,1.0,2.0,1,2.0,0.3333333333333333,1,1,1,1,314,2.0
7,1.0,1.0,1,1.0,0.0,1,1,1,1,314,1.0
8,2.0,2.0,1,2.0,0.2222222222222222,1,1,1,1,314,4.0
9,3.0,1.0,5,1.0,0.3333333333333333,1,1,1,1,314,5.0
10,2.0,1.0,1,1.0,0.2222222222222222,1,1,1,1,314,3.0
11,1.0,2.0,1,2.0,0.1111111111111111,1,1,1,1,314,2.0
12,4.0,1.0,5,1.0,0.7777777777777778,1,1,1,1,314,7.0
13,2.0,1.0,1,1.0,0.1111111111111111,1,1,1,1,314,3.0
14,3.0,1.0,5,1.0,0.3333333333333333,1,1,1,1,314,5.0
15,1.0,2.0,1,2.0,0.4444444444444444,1,1,1,1,314,2.0
16,2.0,1.0,5,1.0,0.1111111111111111,1,1,1,1,314,3.0
17,2.0,1.0,1,1.0,0.3333333333333333,1,1,1,1,314,3.0
18,3.0,1.0,5,1.0,0.0,1,1,1,1,314,5.0
19,4.0,2.0,5,2.0,0.0,1,1,1,1,314,8.0
20,4.0,2.0,5,2.0,0.0,1,1,1,1,314,8.0
21,3.0,1.0,5,1.0,0.3333333333333333,1,1,1,1,314,5.0
22,1.0,2.0,1,2.0,0.0,1,1,1,1,314,2.0
23,4.0,1.0,5,1.0,0.1111111111111111,1,1,1,1,314,7.0
24,2.0,2.0,1,2.0,0.1111111111111111,1,1,1,1,314,4.0
25,4.0,2.0,5,2.0,0.1111111111111111,1,1,1,1,314,8.0
26,4.0,1.0,5,1.0,0.1111111111111111,1,1,1,1,314,7.0
27,4.0,2.0,1,2.0,0.1111111111111111,1,1,1,1,314,8.0
28,2.0,1.0,1,1.0,0.1111111111111111,1,1,1,1,314,3.0
29,1.0,1.0,1,1.0,0.3333333333333333,1,1,1,1,314,1.0
30,2.0,1.0,1,1.0,0.0,1,1,1,1,314,3.0
31,3.0,2.0,1,2.0,0.1111111111111111,1,1,1,1,314,6.0
32,1.0,1.0,1,1.0,0.0,1,1,1,1,314,1.0
33,2.0,2.0,1,2.0,0.1111111111111111,1,1,1,1,314,4.0
34,3.0,1.0,1,1.0,0.1111111111111111,1,1,1,1,314,5.0
35,1.0,2.0,1,2.0,0.2222222222222222,1,1,1,1,314,2.0
36,1.0,1.0,1,1.0,0.4444444444444444,1,1,1,1,314,1.0
37,1.0,2.0,1,2.0,0.0,1,1,1,1,314,2.0
38,4.0,1.0,5,1.0,0.1111111111111111,1,1,1,1,314,7.0
39,4.0,2.0,5,2.0,0.2222222222222222,1,1,1,1,314,8.0
40,4.0,1.0,1,1.0,0.0,1,1,1,1,314,7.0
41,3.0,1.0,1,1.0,0.2222222222222222,1,1,1,1,314,5.0
42,4.0,1.0,5,1.0,0.2222222222222222,1,1,1,1,314,7.0
43,4.0,2.0,5,2.0,0.5555555555555556,1,1,1,1,314,8.0
44,3.0,1.0,5,1.0,0.0,1,1,1,1,314,5.0
45,2.0,2.0,1,2.0,0.2222222222222222,1,1,1,1,314,4.0
46,2.0,2.0,1,2.0,0.1111111111111111,1,1,1,1,314,4.0
47,3.0,1.0,5,1.0,0.2222222222222222,1,1,1,1,314,5.0
48,4.0,1.0,5,1.0,0.1111111111111111,1,1,1,1,314,7.0
49,2.0,1.0,1,1.0,0.2222222222222222,1,1,1,1,314,3.0
50,3.0,2.0,5,2.0,0.3333333333333333,1,1,1,1,314,6.0
51,2.0,2.0,1,2.0,0.3333333333333333,1,1,1,1,314,4.0
52,3.0,2.0,5,2.0,0.1111111111111111,1,1,1,1,314,6.0
53,4.0,1.0,5,1.0,0.1111111111111111,1,1,1,1,314,7.0
54,1.0,1.0,1,1.0,0.2222222222222222,1,1,1,1,314,1.0
55,1.0,2.0,5,2.0,0.0,1,1,1,1,314,2.0
56,3.0,1.0,5,1.0,0.2222222222222222,1,1,1,1,314,5.0
57,1.0,2.0,5,2.0,0.2222222222222222,1,1,1,1,314,2.0
58,1.0,2.0,5,2.0,0.1111111111111111,1,1,1,1,314,2.0
59,3.0,2.0,5,2.0,0.2222222222222222,1,1,1,1,314,6.0
60,1.0,1.0,1,1.0,0.3333333333333333,1,1,1,1,314,1.0
61,2.0,2.0,1,2.0,0.0,1,1,1,1,314,4.0
62,2.0,2.0,1,2.0,0.3333333333333333,1,1,1,1,314,4.0
63,4.0,1.0,5,1.0,0.1111111111111111,1,1,1,1,314,7.0
64,2.0,2.0,5,2.0,0.4444444444444444,1,1,1,1,314,4.0
65,2.0,1.0,1,1.0,0.1111111111111111,1,1,1,1,314,3.0
66,1.0,1.0,5,1.0,0.3333333333333333,1,1,1,1,314,1.0
67,1.0,2.0,1,2.0,0.2222222222222222,1,1,1,1,314,2.0
68,4.0,1.0,5,1.0,0.2222222222222222,1,1,1,1,314,7.0
69,2.0,2.0,1,2.0,0.1111111111111111,1,1,1,1,314,4.0
70,4.0,1.0,5,1.0,0.0,1,1,1,1,314,7.0
71,3.0,2.0,5,2.0,0.0,1,1,1,1,314,6.0
72,3.0,1.0,5,1.0,0.1111111111111111,1,1,1,1,314,5.0
73,2.0,1.0,1,1.0,0.0,1,1,1,1,314,3.0
74,4.0,2.0,5,2.0,0.0,1,1,1,1,314,8.0
75,3.0,2.0,5,2.0,0.2222222222222222,1,1,1,1,314,6.0
76,2.0,2.0,1,2.0,0.2222222222222222,1,1,1,1,314,4.0
77,3.0,2.0,5,2.0,0.2222222222222222,1,1,1,1,314,6.0
78,1.0,2.0,5,2.0,0.3333333333333333,1,1,1,1,314,2.0
79,3.0,1.0,5,1.0,0.2222222222222222,1,1,1,1,314,5.0
80,1.0,1.0,1,1.0,0.2222222222222222,1,1,1,1,314,1.0
81,2.0,1.0,1,1.0,0.1111111111111111,1,1,1,1,314,3.0
82,3.0,1.0,5,1.0,0.1111111111111111,1,1,1,1,314,5.0
83,2.0,1.0,1,1.0,0.2222222222222222,1,1,1,1,314,3.0
84,4.0,2.0,5,2.0,0.5555555555555556,1,1,1,1,314,8.0
85,3.0,1.0,5,1.0,0.0,1,1,1,1,314,5.0
86,3.0,2.0,1,2.0,0.2222222222222222,1,1,1,1,314,6.0
87,3.0,2.0,1,2.0,0.3333333333333333,1,1,1,1,314,6.0
88,1.0,2.0,5,2.0,0.2222222222222222,1,1,1,1,314,2.0
89,3.0,1.0,5,1.0,0.1111111111111111,1,1,1,1,314,5.0
90,1.0,2.0,1,2.0,0.2222222222222222,1,1,1,1,314,2.0
91,1.0,1.0,1,1.0,0.1111111111111111,1,1,1,1,314,1.0
92,3.0,1.0,5,1.0,0.1111111111111111,1,1,1,1,314,5.0
93,4.0,2.0,1,2.0,0.1111111111111111,1,1,1,1,314,8.0
94,4.0,2.0,5,2.0,0.2222222222222222,1,1,1,1,314,8.0
95,4.0,2.0,5,2.0,0.0,1,1,1,1,314,8.0
96,3.0,2.0,1,2.0,0.1111111111111111,1,1,1,1,314,6.0
97,2.0,1.0,1,1.0,0.3333333333333333,1,1,1,1,314,3.0
98,2.0,1.0,1,1.0,0.1111111111111111,1,1,1,1,314,3.0
99,2.0,2.0,1,2.0,0.3333333333333333,1,1,1,1,314,4.0
100,2.0,1.0,1,1.0,0.3333333333333333,1,1,1,1,314,3.0
101,2.0,2.0,1,2.0,0.1111111111111111,1,1,1,1,314,4.0
102,3.0,2.0,5,2.0,0.0,1,1,1,1,314,6.0
103,1.0,1.0,1,1.0,0.2222222222222222,1,1,1,1,314,1.0
104,2.0,2.0,1,2.0,0.1111111111111111,1,1,1,1,314,4.0
105,4.0,2.0,5,2.0,0.1111111111111111,1,1,1,1,314,8.0
106,1.0,2.0,1,2.0,0.2222222222222222,1,1,1,1,314,2.0
107,1.0,2.0,1,2.0,0.5555555555555556,1,1,1,1,314,2.0
108,3.0,2.0,5,2.0,0.2222222222222222,1,1,1,1,314,6.0
109,3.0,2.0,5,2.0,0.1111111111111111,1,1,1,1,314,6.0
110,2.0,1.0,1,1.0,0.3333333333333333,1,1,1,1,314,3.0
111,2.0,1.0,1,1.0,0.3333333333333333,1,1,1,1,314,3.0
112,4.0,2.0,5,2.0,0.1111111111111111,1,1,1,1,314,8.0
113,3.0,1.0,5,1.0,0.1111111111111111,1,1,1,1,314,5.0
114,2.0,1.0,5,1.0,0.1111111111111111,1,1,1,1,314,3.0
115,1.0,1.0,1,1.0,0.2222222222222222,1,1,1,1,314,1.0
116,1.0,1.0,5,1.0,0.3333333333333333,1,1,1,1,314,1.0
117,1.0,1.0,5,1.0,0.4444444444444444,1,1,1,1,314,1.0
118,3.0,1.0,5,1.0,0.0,1,1,1,1,314,5.0
119,2.0,1.0,1,1.0,0.4444444444444444,1,1,1,1,314,3.0
120,2.0,1.0,1,1.0,0.1111111111111111,1,1,1,1,314,3.0
121,1.0,1.0,1,1.0,0.0,1,1,1,1,314,1.0
122,3.0,1.0,5,1.0,0.1111111111111111,1,1,1,1,314,5.0
123,1.0,2.0,1,2.0,0.0,1,1,1,1,314,2.0
124,4.0,1.0,5,1.0,0.0,1,1,1,1,314,7.0
125,4.0,1.0,5,1.0,0.2222222222222222,1,1,1,1,314,7.0
126,3.0,1.0,5,1.0,0.2222222222222222,1,1,1,1,314,5.0
127,3.0,2.0,5,2.0,0.4444444444444444,1,1,1,1,314,6.0
128,2.0,1.0,1,1.0,0.2222222222222222,1,1,1,1,314,3.0
129,3.0,2.0,5,2.0,0.1111111111111111,1,1,1,1,314,6.0
130,4.0,2.0,5,2.0,0.1111111111111111,1,1,1,1,314,8.0
131,1.0,1.0,1,1.0,0.1111111111111111,1,1,1,1,314,1.0
132,2.0,1.0,1,1.0,0.1111111111111111,1,1,1,1,314,3.0
133,3.0,2.0,5,2.0,0.2222222222222222,1,1,1,1,314,6.0
134,4.0,2.0,5,2.0,0.1111111111111111,1,1,1,1,314,8.0
135,1.0,1.0,5,1.0,0.0,1,1,1,1,314,1.0
136,1.0,2.0,1,2.0,0.5555555555555556,1,1,1,1,314,2.0
137,3.0,1.0,5,1.0,0.4444444444444444,1,1,1,1,314,5.0
138,1.0,1.0,1,1.0,0.1111111111111111,1,1,1,1,314,1.0
139,3.0,2.0,1,2.0,0.0,1,1,1,1,314,6.0
140,3.0,1.0,5,1.0,0.2222222222222222,1,1,1,1,314,5.0
141,3.0,1.0,5,1.0,0.2222222222222222,1,1,1,1,314,5.0
142,3.0,1.0,1,1.0,0.2222222222222222,1,1,1,1,314,5.0
143,4.0,2.0,1,2.0,0.1111111111111111,1,1,1,1,314,8.0
144,1.0,1.0,5,1.0,0.4444444444444444,1,1,1,1,314,1.0
145,4.0,1.0,5,1.0,0.0,1,1,1,1,314,7.0
146,1.0,1.0,1,1.0,0.2222222222222222,1,1,1,1,314,1.0
147,3.0,1.0,1,1.0,0.3333333333333333,1,1,1,1,314,5.0
148,2.0,2.0,1,2.0,0.1111111111111111,1,1,1,1,314,4.0
149,4.0,2.0,1,2.0,0.1111111111111111,1,1,1,1,314,8.0
150,2.0,2.0,1,2.0,0.0,1,1,1,1,314,4.0
151,1.0,2.0,1,2.0,0.2222222222222222,1,1,1,1,314,2.0
152,1.0,1.0,1,1.0,0.1111111111111111,1,1,1,1,314,1.0
153,1.0,1.0,5,1.0,0.0,1,1,1,1,314,1.0
154,3.0,2.0,5,2.0,0.0,1,1,1,1,314,6.0
155,2.0,2.0,1,2.0,0.1111111111111111,1,1,1,1,314,4.0
156,3.0,2.0,1,2.0,0.6666666666666666,1,1,1,1,314,6.0
157,3.0,1.0,5,1.0,0.0,1,1,1,1,314,5.0
158,2.0,2.0,5,2.0,0.1111111111111111,1,1,1,1,314,4.0
159,1.0,2.0,1,2.0,0.1111111111111111,1,1,1,1,314,2.0
160,4.0,2.0,5,2.0,0.0,1,1,1,1,314,8.0
161,3.0,1.0,5,1.0,0.2222222222222222,1,1,1,1,314,5.0
162,2.0,1.0,5,1.0,0.1111111111111111,1,1,1,1,314,3.0
163,2.0,2.0,5,2.0,0.2222222222222222,1,1,1,1,314,4.0
164,2.0,1.0,1,1.0,0.3333333333333333,1,1,1,1,314,3.0
165,2.0,1.0,5,1.0,0.1111111111111111,1,1,1,1,314,3.0
166,3.0,2.0,5,2.0,0.2222222222222222,1,1,1,1,314,6.0
167,4.0,1.0,5,1.0,0.3333333333333333,1,1,1,1,314,7.0
168,4.0,2.0,5,2.0,0.1111111111111111,1,1,1,1,314,8.0
169,1.0,2.0,1,2.0,0.0,1,1,1,1,314,2.0
170,3.0,1.0,5,1.0,0.3333333333333333,1,1,1,1,314,5.0
171,3.0,2.0,5,2.0,0.2222222222222222,1,1,1,1,314,6.0
172,1.0,1.0,1,1.0,0.1111111111111111,1,1,1,1,314,1.0
173,4.0,1.0,5,1.0,0.1111111111111111,1,1,1,1,314,7.0
174,4.0,1.0,5,1.0,0.1111111111111111,1,1,1,1,314,7.0
175,4.0,1.0,5,1.0,0.2222222222222222,1,1,1,1,314,7.0
176,2.0,1.0,5,1.0,0.2222222222222222,1,1,1,1,314,3.0
177,3.0,1.0,5,1.0,0.1111111111111111,1,1,1,1,314,5.0
178,1.0,1.0,1,1.0,0.1111111111111111,1,1,1,1,314,1.0
179,1.0,1.0,1,1.0,0.2222222222222222,1,1,1,1,314,1.0
180,1.0,1.0,1,1.0,0.3333333333333333,1,1,1,1,314,1.0
181,3.0,2.0,5,2.0,0.1111111111111111,1,1,1,1,314,6.0
182,1.0,2.0,1,2.0,0.1111111111111111,1,1,1,1,314,2.0
183,3.0,1.0,5,1.0,0.1111111111111111,1,1,1,1,314,5.0
184,2.0,1.0,1,1.0,0.0,1,1,1,1,314,3.0
185,3.0,2.0,1,2.0,0.3333333333333333,1,1,1,1,314,6.0
186,4.0,1.0,5,1.0,0.1111111111111111,1,1,1,1,314,7.0
187,1.0,2.0,1,2.0,0.0,1,1,1,1,314,2.0
188,1.0,1.0,1,1.0,0.1111111111111111,1,1,1,1,314,1.0
189,1.0,2.0,1,2.0,0.2222222222222222,1,1,1,1,314,2.0
190,4.0,1.0,5,1.0,0.1111111111111111,1,1,1,1,314,7.0
191,3.0,2.0,5,2.0,0.2222222222222222,1,1,1,1,314,6.0
192,4.0,2.0,5,2.0,0.2222222222222222,1,1,1,1,314,8.0
193,4.0,2.0,5,2.0,0.0,1,1,1,1,314,8.0
194,4.0,2.0,5,2.0,0.6666666666666666,1,1,1,1,314,8.0
195,1.0,2.0,1,2.0,0.2222222222222222,1,1,1,1,314,2.0
196,4.0,2.0,5,2.0,0.1111111111111111,1,1,1,1,314,8.0
197,2.0,1.0,1,1.0,0.1111111111111111,1,1,1,1,314,3.0
198,1.0,1.0,1,1.0,0.1111111111111111,1,1,1,1,314,1.0
199,2.0,1.0,5,1.0,0.0,1,1,1,1,314,3.0
200,3.0,2.0,5,2.0,0.2222222222222222,1,1,1,1,314,6.0
201,1.0,1.0,1,1.0,0.1111111111111111,1,1,1,1,314,1.0
202,4.0,2.0,5,2.0,0.1111111111111111,1,1,1,1,314,8.0
203,2.0,1.0,1,1.0,0.3333333333333333,1,1,1,1,314,3.0
204,1.0,1.0,1,1.0,0.2222222222222222,1,1,1,1,314,1.0
205,4.0,1.0,5,1.0,0.2222222222222222,1,1,1,1,314,7.0
