,state1,state2,stake,actions,points,high_arm,rt_1,rt_2,stim_left_num,subid,choice1
0,3.0,1.0,5,1.0,0.2222222222222222,1,1,1,1,298,5.0
1,4.0,1.0,5,1.0,0.2222222222222222,1,1,1,1,298,7.0
2,1.0,1.0,1,1.0,0.0,1,1,1,1,298,1.0
3,4.0,2.0,5,2.0,0.0,1,1,1,1,298,8.0
4,2.0,2.0,1,2.0,0.0,1,1,1,1,298,4.0
5,3.0,1.0,5,1.0,0.1111111111111111,1,1,1,1,298,5.0
6,3.0,2.0,5,2.0,0.3333333333333333,1,1,1,1,298,6.0
7,3.0,1.0,5,1.0,0.1111111111111111,1,1,1,1,298,5.0
8,2.0,1.0,1,1.0,0.2222222222222222,1,1,1,1,298,3.0
9,1.0,2.0,5,2.0,0.1111111111111111,1,1,1,1,298,2.0
10,2.0,2.0,1,2.0,0.1111111111111111,1,1,1,1,298,4.0
11,4.0,1.0,5,1.0,0.1111111111111111,1,1,1,1,298,7.0
12,1.0,2.0,1,2.0,0.4444444444444444,1,1,1,1,298,2.0
13,2.0,1.0,1,1.0,0.1111111111111111,1,1,1,1,298,3.0
14,3.0,2.0,5,2.0,0.1111111111111111,1,1,1,1,298,6.0
15,4.0,1.0,5,1.0,0.1111111111111111,1,1,1,1,298,7.0
16,3.0,2.0,5,2.0,0.0,1,1,1,1,298,6.0
17,4.0,1.0,5,1.0,0.2222222222222222,1,1,1,1,298,7.0
18,1.0,2.0,1,2.0,0.1111111111111111,1,1,1,1,298,2.0
19,2.0,2.0,5,2.0,0.3333333333333333,1,1,1,1,298,4.0
20,2.0,1.0,1,1.0,0.2222222222222222,1,1,1,1,298,3.0
21,4.0,2.0,5,2.0,0.4444444444444444,1,1,1,1,298,8.0
22,1.0,1.0,1,1.0,0.1111111111111111,1,1,1,1,298,1.0
23,1.0,1.0,1,1.0,0.2222222222222222,1,1,1,1,298,1.0
24,3.0,2.0,5,2.0,0.2222222222222222,1,1,1,1,298,6.0
25,3.0,2.0,5,2.0,0.1111111111111111,1,1,1,1,298,6.0
26,1.0,1.0,1,1.0,0.3333333333333333,1,1,1,1,298,1.0
27,2.0,1.0,5,1.0,0.2222222222222222,1,1,1,1,298,3.0
28,3.0,2.0,1,2.0,0.1111111111111111,1,1,1,1,298,6.0
29,4.0,2.0,5,2.0,0.3333333333333333,1,1,1,1,298,8.0
30,4.0,1.0,5,1.0,0.1111111111111111,1,1,1,1,298,7.0
31,2.0,2.0,1,2.0,0.3333333333333333,1,1,1,1,298,4.0
32,2.0,1.0,1,1.0,0.2222222222222222,1,1,1,1,298,3.0
33,3.0,1.0,5,1.0,0.3333333333333333,1,1,1,1,298,5.0
34,2.0,2.0,1,2.0,0.0,1,1,1,1,298,4.0
35,2.0,2.0,1,2.0,0.2222222222222222,1,1,1,1,298,4.0
