,rt,stimulus,key_press,task,trial_type,trial_index,time_elapsed,internal_node_id,subid,stripped_stims,environ,old_or_new,accuracy,high_arm
0,,stimuli/desert/desert_11.jpg,,memory_backgrounds,image-keyboard-response,1201.0,3551759.0,0.0-25.0-1.0,1333,desert_11,desert,new,0,outside
1,319.0,stimuli/forest/forest_9.jpg,74.0,memory_backgrounds,image-keyboard-response,1203.0,3552581.0,0.0-25.0-1.1,1333,forest_9,forest,new,1,outside
2,279.0,stimuli/desert/desert_32.jpg,70.0,memory_backgrounds,image-keyboard-response,1205.0,3553363.0,0.0-25.0-1.2,1333,desert_32,desert,new,0,outside
3,99.0,stimuli/forest/forest_28.jpg,74.0,memory_backgrounds,image-keyboard-response,1207.0,3553964.0,0.0-25.0-1.3,1333,forest_28,forest,old,0,outside
4,44.0,stimuli/desert/desert_31.jpg,70.0,memory_backgrounds,image-keyboard-response,1209.0,3554510.0,0.0-25.0-1.4,1333,desert_31,desert,new,0,outside
5,308.0,stimuli/forest/forest_22.jpg,70.0,memory_backgrounds,image-keyboard-response,1211.0,3555321.0,0.0-25.0-1.5,1333,forest_22,forest,new,0,outside
6,476.0,stimuli/forest/forest_16.jpg,70.0,memory_backgrounds,image-keyboard-response,1213.0,3556301.0,0.0-25.0-1.6,1333,forest_16,forest,new,0,outside
7,231.0,stimuli/restaurant/restaurant_29.jpg,70.0,memory_backgrounds,image-keyboard-response,1215.0,3557036.0,0.0-25.0-1.7,1333,restaurant_29,restaurant,old,1,outside
8,274.0,stimuli/desert/desert_4.jpg,74.0,memory_backgrounds,image-keyboard-response,1217.0,3557815.0,0.0-25.0-1.8,1333,desert_4,desert,new,1,outside
9,701.0,stimuli/restaurant/restaurant_15.jpg,74.0,memory_backgrounds,image-keyboard-response,1219.0,3559018.0,0.0-25.0-1.9,1333,restaurant_15,restaurant,old,0,outside
10,1318.0,stimuli/desert/desert_25.jpg,74.0,memory_backgrounds,image-keyboard-response,1221.0,3560840.0,0.0-25.0-1.10,1333,desert_25,desert,old,0,outside
11,508.0,stimuli/forest/forest_11.jpg,70.0,memory_backgrounds,image-keyboard-response,1223.0,3561851.0,0.0-25.0-1.11,1333,forest_11,forest,new,0,outside
12,1041.0,stimuli/restaurant/restaurant_20.jpg,70.0,memory_backgrounds,image-keyboard-response,1225.0,3563395.0,0.0-25.0-1.12,1333,restaurant_20,restaurant,new,0,outside
13,338.0,stimuli/library/library_3.jpg,74.0,memory_backgrounds,image-keyboard-response,1227.0,3564240.0,0.0-25.0-1.13,1333,library_3,library,old,0,outside
14,326.0,stimuli/library/library_10.jpg,70.0,memory_backgrounds,image-keyboard-response,1229.0,3565068.0,0.0-25.0-1.14,1333,library_10,library,old,1,outside
15,234.0,stimuli/desert/desert_6.jpg,70.0,memory_backgrounds,image-keyboard-response,1231.0,3565805.0,0.0-25.0-1.15,1333,desert_6,desert,new,0,outside
16,233.0,stimuli/restaurant/restaurant_2.jpg,70.0,memory_backgrounds,image-keyboard-response,1233.0,3566541.0,0.0-25.0-1.16,1333,restaurant_2,restaurant,old,1,outside
17,209.0,stimuli/forest/forest_29.jpg,70.0,memory_backgrounds,image-keyboard-response,1235.0,3567253.0,0.0-25.0-1.17,1333,forest_29,forest,old,1,outside
18,738.0,stimuli/forest/forest_27.jpg,70.0,memory_backgrounds,image-keyboard-response,1237.0,3568494.0,0.0-25.0-1.18,1333,forest_27,forest,old,1,outside
19,951.0,stimuli/desert/desert_9.jpg,74.0,memory_backgrounds,image-keyboard-response,1239.0,3569948.0,0.0-25.0-1.19,1333,desert_9,desert,old,0,outside
20,329.0,stimuli/desert/desert_18.jpg,70.0,memory_backgrounds,image-keyboard-response,1241.0,3570780.0,0.0-25.0-1.20,1333,desert_18,desert,new,0,outside
21,315.0,stimuli/forest/forest_13.jpg,70.0,memory_backgrounds,image-keyboard-response,1243.0,3571598.0,0.0-25.0-1.21,1333,forest_13,forest,new,0,outside
22,974.0,stimuli/restaurant/restaurant_5.jpg,70.0,memory_backgrounds,image-keyboard-response,1245.0,3573075.0,0.0-25.0-1.22,1333,restaurant_5,restaurant,new,0,outside
23,995.0,stimuli/desert/desert_8.jpg,70.0,memory_backgrounds,image-keyboard-response,1247.0,3574575.0,0.0-25.0-1.23,1333,desert_8,desert,old,1,outside
24,1093.0,stimuli/restaurant/restaurant_9.jpg,70.0,memory_backgrounds,image-keyboard-response,1249.0,3576172.0,0.0-25.0-1.24,1333,restaurant_9,restaurant,old,1,outside
25,905.0,stimuli/library/library_22.jpg,74.0,memory_backgrounds,image-keyboard-response,1251.0,3577579.0,0.0-25.0-1.25,1333,library_22,library,old,0,outside
26,470.0,stimuli/library/library_19.jpg,70.0,memory_backgrounds,image-keyboard-response,1253.0,3578552.0,0.0-25.0-1.26,1333,library_19,library,new,0,outside
27,314.0,stimuli/restaurant/restaurant_31.jpg,70.0,memory_backgrounds,image-keyboard-response,1255.0,3579371.0,0.0-25.0-1.27,1333,restaurant_31,restaurant,old,1,outside
28,259.0,stimuli/desert/desert_10.jpg,74.0,memory_backgrounds,image-keyboard-response,1257.0,3580132.0,0.0-25.0-1.28,1333,desert_10,desert,new,1,outside
29,85.0,stimuli/restaurant/restaurant_4.jpg,70.0,memory_backgrounds,image-keyboard-response,1259.0,3580722.0,0.0-25.0-1.29,1333,restaurant_4,restaurant,old,1,outside
30,116.0,stimuli/desert/desert_26.jpg,74.0,memory_backgrounds,image-keyboard-response,1261.0,3581342.0,0.0-25.0-1.30,1333,desert_26,desert,new,1,outside
31,67.0,stimuli/library/library_18.jpg,70.0,memory_backgrounds,image-keyboard-response,1263.0,3581911.0,0.0-25.0-1.31,1333,library_18,library,old,1,outside
32,32.0,stimuli/restaurant/restaurant_30.jpg,74.0,memory_backgrounds,image-keyboard-response,1265.0,3582447.0,0.0-25.0-1.32,1333,restaurant_30,restaurant,old,0,outside
33,167.0,stimuli/forest/forest_31.jpg,74.0,memory_backgrounds,image-keyboard-response,1267.0,3583117.0,0.0-25.0-1.33,1333,forest_31,forest,new,1,outside
34,132.0,stimuli/restaurant/restaurant_14.jpg,70.0,memory_backgrounds,image-keyboard-response,1269.0,3583752.0,0.0-25.0-1.34,1333,restaurant_14,restaurant,old,1,outside
35,288.0,stimuli/forest/forest_4.jpg,74.0,memory_backgrounds,image-keyboard-response,1271.0,3584544.0,0.0-25.0-1.35,1333,forest_4,forest,new,1,outside
36,149.0,stimuli/restaurant/restaurant_27.jpg,74.0,memory_backgrounds,image-keyboard-response,1273.0,3585198.0,0.0-25.0-1.36,1333,restaurant_27,restaurant,new,1,outside
37,360.0,stimuli/forest/forest_1.jpg,70.0,memory_backgrounds,image-keyboard-response,1275.0,3586060.0,0.0-25.0-1.37,1333,forest_1,forest,old,1,outside
38,728.0,stimuli/forest/forest_7.jpg,70.0,memory_backgrounds,image-keyboard-response,1277.0,3587291.0,0.0-25.0-1.38,1333,forest_7,forest,old,1,outside
39,125.0,stimuli/forest/forest_26.jpg,74.0,memory_backgrounds,image-keyboard-response,1279.0,3587919.0,0.0-25.0-1.39,1333,forest_26,forest,new,1,outside
40,307.0,stimuli/desert/desert_16.jpg,74.0,memory_backgrounds,image-keyboard-response,1281.0,3588729.0,0.0-25.0-1.40,1333,desert_16,desert,new,1,outside
41,284.0,stimuli/restaurant/restaurant_26.jpg,74.0,memory_backgrounds,image-keyboard-response,1283.0,3589517.0,0.0-25.0-1.41,1333,restaurant_26,restaurant,old,0,outside
42,854.0,stimuli/library/library_27.jpg,70.0,memory_backgrounds,image-keyboard-response,1285.0,3590874.0,0.0-25.0-1.42,1333,library_27,library,old,1,outside
43,422.0,stimuli/library/library_32.jpg,70.0,memory_backgrounds,image-keyboard-response,1287.0,3591799.0,0.0-25.0-1.43,1333,library_32,library,new,0,outside
44,777.0,stimuli/library/library_25.jpg,70.0,memory_backgrounds,image-keyboard-response,1289.0,3593081.0,0.0-25.0-1.44,1333,library_25,library,old,1,outside
45,742.0,stimuli/restaurant/restaurant_18.jpg,70.0,memory_backgrounds,image-keyboard-response,1291.0,3594326.0,0.0-25.0-1.45,1333,restaurant_18,restaurant,new,0,outside
46,675.0,stimuli/library/library_24.jpg,70.0,memory_backgrounds,image-keyboard-response,1293.0,3595503.0,0.0-25.0-1.46,1333,library_24,library,new,0,outside
47,630.0,stimuli/library/library_15.jpg,70.0,memory_backgrounds,image-keyboard-response,1295.0,3596636.0,0.0-25.0-1.47,1333,library_15,library,old,1,outside
48,368.0,stimuli/library/library_1.jpg,74.0,memory_backgrounds,image-keyboard-response,1297.0,3597508.0,0.0-25.0-1.48,1333,library_1,library,old,0,outside
49,133.0,stimuli/forest/forest_6.jpg,74.0,memory_backgrounds,image-keyboard-response,1299.0,3598146.0,0.0-25.0-1.49,1333,forest_6,forest,old,0,outside
50,145.0,stimuli/desert/desert_14.jpg,74.0,memory_backgrounds,image-keyboard-response,1301.0,3598794.0,0.0-25.0-1.50,1333,desert_14,desert,old,0,outside
51,294.0,stimuli/restaurant/restaurant_11.jpg,74.0,memory_backgrounds,image-keyboard-response,1303.0,3599591.0,0.0-25.0-1.51,1333,restaurant_11,restaurant,new,1,outside
52,142.0,stimuli/forest/forest_32.jpg,70.0,memory_backgrounds,image-keyboard-response,1305.0,3600237.0,0.0-25.0-1.52,1333,forest_32,forest,new,0,outside
53,0.0,stimuli/forest/forest_15.jpg,70.0,memory_backgrounds,image-keyboard-response,1307.0,3600739.0,0.0-25.0-1.53,1333,forest_15,forest,old,1,outside
54,387.0,stimuli/forest/forest_8.jpg,70.0,memory_backgrounds,image-keyboard-response,1309.0,3601628.0,0.0-25.0-1.54,1333,forest_8,forest,old,1,outside
55,185.0,stimuli/library/library_14.jpg,70.0,memory_backgrounds,image-keyboard-response,1311.0,3602318.0,0.0-25.0-1.55,1333,library_14,library,old,1,outside
56,308.0,stimuli/restaurant/restaurant_28.jpg,70.0,memory_backgrounds,image-keyboard-response,1313.0,3603129.0,0.0-25.0-1.56,1333,restaurant_28,restaurant,old,1,outside
57,272.0,stimuli/forest/forest_12.jpg,70.0,memory_backgrounds,image-keyboard-response,1315.0,3603903.0,0.0-25.0-1.57,1333,forest_12,forest,old,1,outside
58,216.0,stimuli/forest/forest_5.jpg,70.0,memory_backgrounds,image-keyboard-response,1317.0,3604623.0,0.0-25.0-1.58,1333,forest_5,forest,new,0,outside
59,223.0,stimuli/forest/forest_23.jpg,70.0,memory_backgrounds,image-keyboard-response,1319.0,3605350.0,0.0-25.0-1.59,1333,forest_23,forest,new,0,outside
60,183.0,stimuli/restaurant/restaurant_19.jpg,70.0,memory_backgrounds,image-keyboard-response,1321.0,3606036.0,0.0-25.0-1.60,1333,restaurant_19,restaurant,new,0,outside
61,196.0,stimuli/forest/forest_2.jpg,70.0,memory_backgrounds,image-keyboard-response,1323.0,3606735.0,0.0-25.0-1.61,1333,forest_2,forest,new,0,outside
62,214.0,stimuli/library/library_13.jpg,74.0,memory_backgrounds,image-keyboard-response,1325.0,3607452.0,0.0-25.0-1.62,1333,library_13,library,old,0,outside
63,164.0,stimuli/desert/desert_23.jpg,74.0,memory_backgrounds,image-keyboard-response,1327.0,3608120.0,0.0-25.0-1.63,1333,desert_23,desert,new,1,outside
64,325.0,stimuli/library/library_20.jpg,74.0,memory_backgrounds,image-keyboard-response,1329.0,3608947.0,0.0-25.0-1.64,1333,library_20,library,new,1,outside
65,161.0,stimuli/forest/forest_24.jpg,74.0,memory_backgrounds,image-keyboard-response,1331.0,3609612.0,0.0-25.0-1.65,1333,forest_24,forest,new,1,outside
66,153.0,stimuli/forest/forest_30.jpg,74.0,memory_backgrounds,image-keyboard-response,1333.0,3610268.0,0.0-25.0-1.66,1333,forest_30,forest,old,0,outside
67,710.0,stimuli/restaurant/restaurant_16.jpg,74.0,memory_backgrounds,image-keyboard-response,1335.0,3611482.0,0.0-25.0-1.67,1333,restaurant_16,restaurant,old,0,outside
68,1031.0,stimuli/restaurant/restaurant_32.jpg,70.0,memory_backgrounds,image-keyboard-response,1337.0,3613016.0,0.0-25.0-1.68,1333,restaurant_32,restaurant,old,1,outside
69,188.0,stimuli/library/library_5.jpg,70.0,memory_backgrounds,image-keyboard-response,1339.0,3613709.0,0.0-25.0-1.69,1333,library_5,library,new,0,outside
70,155.0,stimuli/library/library_31.jpg,70.0,memory_backgrounds,image-keyboard-response,1341.0,3614368.0,0.0-25.0-1.70,1333,library_31,library,new,0,outside
71,135.0,stimuli/desert/desert_21.jpg,70.0,memory_backgrounds,image-keyboard-response,1343.0,3615006.0,0.0-25.0-1.71,1333,desert_21,desert,new,0,outside
72,221.0,stimuli/restaurant/restaurant_17.jpg,70.0,memory_backgrounds,image-keyboard-response,1345.0,3615729.0,0.0-25.0-1.72,1333,restaurant_17,restaurant,old,1,outside
73,133.0,stimuli/restaurant/restaurant_13.jpg,70.0,memory_backgrounds,image-keyboard-response,1347.0,3616366.0,0.0-25.0-1.73,1333,restaurant_13,restaurant,new,0,outside
74,67.0,stimuli/restaurant/restaurant_6.jpg,74.0,memory_backgrounds,image-keyboard-response,1349.0,3616936.0,0.0-25.0-1.74,1333,restaurant_6,restaurant,new,1,outside
75,164.0,stimuli/desert/desert_28.jpg,70.0,memory_backgrounds,image-keyboard-response,1351.0,3617604.0,0.0-25.0-1.75,1333,desert_28,desert,old,1,outside
76,144.0,stimuli/forest/forest_17.jpg,74.0,memory_backgrounds,image-keyboard-response,1353.0,3618251.0,0.0-25.0-1.76,1333,forest_17,forest,new,1,outside
77,44.0,stimuli/library/library_29.jpg,70.0,memory_backgrounds,image-keyboard-response,1355.0,3618799.0,0.0-25.0-1.77,1333,library_29,library,old,1,outside
78,74.0,stimuli/desert/desert_1.jpg,70.0,memory_backgrounds,image-keyboard-response,1357.0,3619377.0,0.0-25.0-1.78,1333,desert_1,desert,new,0,outside
79,88.0,stimuli/desert/desert_22.jpg,70.0,memory_backgrounds,image-keyboard-response,1359.0,3619968.0,0.0-25.0-1.79,1333,desert_22,desert,old,1,outside
80,98.0,stimuli/library/library_26.jpg,70.0,memory_backgrounds,image-keyboard-response,1361.0,3620569.0,0.0-25.0-1.80,1333,library_26,library,old,1,outside
81,90.0,stimuli/desert/desert_20.jpg,74.0,memory_backgrounds,image-keyboard-response,1363.0,3621162.0,0.0-25.0-1.81,1333,desert_20,desert,old,0,outside
82,114.0,stimuli/restaurant/restaurant_24.jpg,74.0,memory_backgrounds,image-keyboard-response,1365.0,3621779.0,0.0-25.0-1.82,1333,restaurant_24,restaurant,new,1,outside
83,518.0,stimuli/library/library_23.jpg,74.0,memory_backgrounds,image-keyboard-response,1367.0,3622800.0,0.0-25.0-1.83,1333,library_23,library,new,1,outside
84,292.0,stimuli/library/library_7.jpg,74.0,memory_backgrounds,image-keyboard-response,1369.0,3623596.0,0.0-25.0-1.84,1333,library_7,library,new,1,outside
85,101.0,stimuli/forest/forest_19.jpg,70.0,memory_backgrounds,image-keyboard-response,1371.0,3624200.0,0.0-25.0-1.85,1333,forest_19,forest,old,1,outside
86,120.0,stimuli/library/library_11.jpg,70.0,memory_backgrounds,image-keyboard-response,1373.0,3624822.0,0.0-25.0-1.86,1333,library_11,library,old,1,outside
87,96.0,stimuli/restaurant/restaurant_7.jpg,70.0,memory_backgrounds,image-keyboard-response,1375.0,3625421.0,0.0-25.0-1.87,1333,restaurant_7,restaurant,new,0,outside
88,109.0,stimuli/desert/desert_29.jpg,70.0,memory_backgrounds,image-keyboard-response,1377.0,3626034.0,0.0-25.0-1.88,1333,desert_29,desert,old,1,outside
89,43.0,stimuli/forest/forest_20.jpg,74.0,memory_backgrounds,image-keyboard-response,1379.0,3626579.0,0.0-25.0-1.89,1333,forest_20,forest,old,0,outside
90,162.0,stimuli/desert/desert_5.jpg,74.0,memory_backgrounds,image-keyboard-response,1381.0,3627244.0,0.0-25.0-1.90,1333,desert_5,desert,new,1,outside
91,323.0,stimuli/desert/desert_17.jpg,74.0,memory_backgrounds,image-keyboard-response,1383.0,3628072.0,0.0-25.0-1.91,1333,desert_17,desert,old,0,outside
92,84.0,stimuli/restaurant/restaurant_10.jpg,70.0,memory_backgrounds,image-keyboard-response,1385.0,3628658.0,0.0-25.0-1.92,1333,restaurant_10,restaurant,new,0,outside
93,70.0,stimuli/forest/forest_18.jpg,70.0,memory_backgrounds,image-keyboard-response,1387.0,3629231.0,0.0-25.0-1.93,1333,forest_18,forest,old,1,outside
94,512.0,stimuli/desert/desert_30.jpg,70.0,memory_backgrounds,image-keyboard-response,1389.0,3630245.0,0.0-25.0-1.94,1333,desert_30,desert,old,1,outside
95,557.0,stimuli/library/library_17.jpg,74.0,memory_backgrounds,image-keyboard-response,1391.0,3631305.0,0.0-25.0-1.95,1333,library_17,library,new,1,outside
96,409.0,stimuli/library/library_30.jpg,74.0,memory_backgrounds,image-keyboard-response,1393.0,3632217.0,0.0-25.0-1.96,1333,library_30,library,new,1,outside
97,492.0,stimuli/desert/desert_3.jpg,70.0,memory_backgrounds,image-keyboard-response,1395.0,3633212.0,0.0-25.0-1.97,1333,desert_3,desert,new,0,outside
98,1270.0,stimuli/library/library_8.jpg,74.0,memory_backgrounds,image-keyboard-response,1397.0,3634986.0,0.0-25.0-1.98,1333,library_8,library,new,1,outside
99,254.0,stimuli/restaurant/restaurant_23.jpg,74.0,memory_backgrounds,image-keyboard-response,1399.0,3635745.0,0.0-25.0-1.99,1333,restaurant_23,restaurant,new,1,outside
100,234.0,stimuli/restaurant/restaurant_21.jpg,74.0,memory_backgrounds,image-keyboard-response,1401.0,3636482.0,0.0-25.0-1.100,1333,restaurant_21,restaurant,new,1,outside
101,124.0,stimuli/desert/desert_19.jpg,74.0,memory_backgrounds,image-keyboard-response,1403.0,3637111.0,0.0-25.0-1.101,1333,desert_19,desert,old,0,outside
102,167.0,stimuli/library/library_6.jpg,74.0,memory_backgrounds,image-keyboard-response,1405.0,3637781.0,0.0-25.0-1.102,1333,library_6,library,old,0,outside
103,155.0,stimuli/forest/forest_14.jpg,70.0,memory_backgrounds,image-keyboard-response,1407.0,3638438.0,0.0-25.0-1.103,1333,forest_14,forest,old,1,outside
104,134.0,stimuli/desert/desert_7.jpg,70.0,memory_backgrounds,image-keyboard-response,1409.0,3639075.0,0.0-25.0-1.104,1333,desert_7,desert,old,1,outside
105,290.0,stimuli/library/library_12.jpg,70.0,memory_backgrounds,image-keyboard-response,1411.0,3639868.0,0.0-25.0-1.105,1333,library_12,library,old,1,outside
106,175.0,stimuli/desert/desert_27.jpg,70.0,memory_backgrounds,image-keyboard-response,1413.0,3640544.0,0.0-25.0-1.106,1333,desert_27,desert,old,1,outside
107,156.0,stimuli/desert/desert_2.jpg,70.0,memory_backgrounds,image-keyboard-response,1415.0,3641203.0,0.0-25.0-1.107,1333,desert_2,desert,new,0,outside
108,187.0,stimuli/restaurant/restaurant_3.jpg,70.0,memory_backgrounds,image-keyboard-response,1417.0,3641893.0,0.0-25.0-1.108,1333,restaurant_3,restaurant,new,0,outside
109,309.0,stimuli/library/library_16.jpg,70.0,memory_backgrounds,image-keyboard-response,1419.0,3642707.0,0.0-25.0-1.109,1333,library_16,library,new,0,outside
110,88.0,stimuli/library/library_21.jpg,70.0,memory_backgrounds,image-keyboard-response,1421.0,3643297.0,0.0-25.0-1.110,1333,library_21,library,old,1,outside
111,176.0,stimuli/library/library_2.jpg,70.0,memory_backgrounds,image-keyboard-response,1423.0,3643977.0,0.0-25.0-1.111,1333,library_2,library,new,0,outside
112,151.0,stimuli/restaurant/restaurant_25.jpg,70.0,memory_backgrounds,image-keyboard-response,1425.0,3644632.0,0.0-25.0-1.112,1333,restaurant_25,restaurant,new,0,outside
113,117.0,stimuli/desert/desert_12.jpg,70.0,memory_backgrounds,image-keyboard-response,1427.0,3645253.0,0.0-25.0-1.113,1333,desert_12,desert,old,1,outside
114,267.0,stimuli/forest/forest_21.jpg,70.0,memory_backgrounds,image-keyboard-response,1429.0,3646022.0,0.0-25.0-1.114,1333,forest_21,forest,old,1,outside
115,154.0,stimuli/desert/desert_24.jpg,70.0,memory_backgrounds,image-keyboard-response,1431.0,3646680.0,0.0-25.0-1.115,1333,desert_24,desert,old,1,outside
116,213.0,stimuli/restaurant/restaurant_12.jpg,70.0,memory_backgrounds,image-keyboard-response,1433.0,3647398.0,0.0-25.0-1.116,1333,restaurant_12,restaurant,old,1,outside
117,136.0,stimuli/library/library_4.jpg,70.0,memory_backgrounds,image-keyboard-response,1435.0,3648037.0,0.0-25.0-1.117,1333,library_4,library,new,0,outside
118,118.0,stimuli/restaurant/restaurant_22.jpg,70.0,memory_backgrounds,image-keyboard-response,1437.0,3648656.0,0.0-25.0-1.118,1333,restaurant_22,restaurant,old,1,outside
119,165.0,stimuli/library/library_28.jpg,70.0,memory_backgrounds,image-keyboard-response,1439.0,3649325.0,0.0-25.0-1.119,1333,library_28,library,new,0,outside
120,565.0,stimuli/library/library_9.jpg,74.0,memory_backgrounds,image-keyboard-response,1441.0,3650394.0,0.0-25.0-1.120,1333,library_9,library,new,1,outside
121,248.0,stimuli/forest/forest_10.jpg,74.0,memory_backgrounds,image-keyboard-response,1443.0,3651146.0,0.0-25.0-1.121,1333,forest_10,forest,new,1,outside
122,291.0,stimuli/desert/desert_13.jpg,74.0,memory_backgrounds,image-keyboard-response,1445.0,3651940.0,0.0-25.0-1.122,1333,desert_13,desert,old,0,outside
123,264.0,stimuli/restaurant/restaurant_1.jpg,74.0,memory_backgrounds,image-keyboard-response,1447.0,3652707.0,0.0-25.0-1.123,1333,restaurant_1,restaurant,old,0,outside
124,882.0,stimuli/forest/forest_25.jpg,74.0,memory_backgrounds,image-keyboard-response,1449.0,3654092.0,0.0-25.0-1.124,1333,forest_25,forest,new,1,outside
125,637.0,stimuli/forest/forest_3.jpg,74.0,memory_backgrounds,image-keyboard-response,1451.0,3655234.0,0.0-25.0-1.125,1333,forest_3,forest,old,0,outside
126,853.0,stimuli/desert/desert_15.jpg,74.0,memory_backgrounds,image-keyboard-response,1453.0,3656591.0,0.0-25.0-1.126,1333,desert_15,desert,new,1,outside
127,842.0,stimuli/restaurant/restaurant_8.jpg,74.0,memory_backgrounds,image-keyboard-response,1455.0,3657936.0,0.0-25.0-1.127,1333,restaurant_8,restaurant,new,1,outside
0,1467.555,stimuli/library/library_5.jpg,74.0,memory_backgrounds,image-keyboard-response,1212.0,3856508.0,0.0-25.0-1.0,2225,library_5,library,old,0,inside
1,992.265,stimuli/library/library_29.jpg,74.0,memory_backgrounds,image-keyboard-response,1214.0,3858006.0,0.0-25.0-1.1,2225,library_29,library,new,1,inside
2,1499.055,stimuli/library/library_23.jpg,70.0,memory_backgrounds,image-keyboard-response,1216.0,3860011.0,0.0-25.0-1.2,2225,library_23,library,old,1,inside
3,886.96,stimuli/forest/forest_14.jpg,74.0,memory_backgrounds,image-keyboard-response,1218.0,3861405.0,0.0-25.0-1.3,2225,forest_14,forest,new,1,inside
4,1129.205,stimuli/forest/forest_6.jpg,74.0,memory_backgrounds,image-keyboard-response,1220.0,3863036.0,0.0-25.0-1.4,2225,forest_6,forest,new,1,inside
5,767.125,stimuli/restaurant/restaurant_6.jpg,74.0,memory_backgrounds,image-keyboard-response,1222.0,3864307.0,0.0-25.0-1.5,2225,restaurant_6,restaurant,new,1,inside
6,1094.37,stimuli/library/library_17.jpg,70.0,memory_backgrounds,image-keyboard-response,1224.0,3865908.0,0.0-25.0-1.6,2225,library_17,library,old,1,inside
7,1036.27,stimuli/restaurant/restaurant_32.jpg,70.0,memory_backgrounds,image-keyboard-response,1226.0,3867446.0,0.0-25.0-1.7,2225,restaurant_32,restaurant,old,1,inside
8,1595.71,stimuli/library/library_15.jpg,74.0,memory_backgrounds,image-keyboard-response,1228.0,3869547.0,0.0-25.0-1.8,2225,library_15,library,old,0,inside
9,1050.375,stimuli/forest/forest_5.jpg,70.0,memory_backgrounds,image-keyboard-response,1230.0,3871100.0,0.0-25.0-1.9,2225,forest_5,forest,old,1,inside
10,1273.8,stimuli/library/library_24.jpg,74.0,memory_backgrounds,image-keyboard-response,1232.0,3872875.0,0.0-25.0-1.10,2225,library_24,library,new,1,inside
11,920.415,stimuli/restaurant/restaurant_5.jpg,74.0,memory_backgrounds,image-keyboard-response,1234.0,3874302.0,0.0-25.0-1.11,2225,restaurant_5,restaurant,new,1,inside
12,1132.705,stimuli/desert/desert_17.jpg,74.0,memory_backgrounds,image-keyboard-response,1236.0,3875940.0,0.0-25.0-1.12,2225,desert_17,desert,new,1,inside
13,1312.52,stimuli/desert/desert_4.jpg,74.0,memory_backgrounds,image-keyboard-response,1238.0,3877758.0,0.0-25.0-1.13,2225,desert_4,desert,new,1,inside
14,839.445,stimuli/desert/desert_20.jpg,70.0,memory_backgrounds,image-keyboard-response,1240.0,3879099.0,0.0-25.0-1.14,2225,desert_20,desert,old,1,inside
15,1197.445,stimuli/restaurant/restaurant_17.jpg,74.0,memory_backgrounds,image-keyboard-response,1242.0,3880804.0,0.0-25.0-1.15,2225,restaurant_17,restaurant,new,1,inside
16,1116.16,stimuli/restaurant/restaurant_21.jpg,70.0,memory_backgrounds,image-keyboard-response,1244.0,3882422.0,0.0-25.0-1.16,2225,restaurant_21,restaurant,old,1,inside
17,1230.97,stimuli/forest/forest_1.jpg,74.0,memory_backgrounds,image-keyboard-response,1246.0,3884155.0,0.0-25.0-1.17,2225,forest_1,forest,new,1,inside
18,1090.375,stimuli/desert/desert_31.jpg,74.0,memory_backgrounds,image-keyboard-response,1248.0,3885750.0,0.0-25.0-1.18,2225,desert_31,desert,new,1,inside
19,1205.03,stimuli/restaurant/restaurant_27.jpg,74.0,memory_backgrounds,image-keyboard-response,1250.0,3887462.0,0.0-25.0-1.19,2225,restaurant_27,restaurant,new,1,inside
20,1567.08,stimuli/library/library_4.jpg,74.0,memory_backgrounds,image-keyboard-response,1252.0,3889534.0,0.0-25.0-1.20,2225,library_4,library,new,1,inside
21,1007.845,stimuli/restaurant/restaurant_1.jpg,70.0,memory_backgrounds,image-keyboard-response,1254.0,3891044.0,0.0-25.0-1.21,2225,restaurant_1,restaurant,old,1,inside
22,941.48,stimuli/library/library_2.jpg,70.0,memory_backgrounds,image-keyboard-response,1256.0,3892488.0,0.0-25.0-1.22,2225,library_2,library,new,0,inside
23,1137.64,stimuli/library/library_22.jpg,70.0,memory_backgrounds,image-keyboard-response,1258.0,3894132.0,0.0-25.0-1.23,2225,library_22,library,old,1,inside
24,1401.66,stimuli/restaurant/restaurant_14.jpg,74.0,memory_backgrounds,image-keyboard-response,1260.0,3896036.0,0.0-25.0-1.24,2225,restaurant_14,restaurant,new,1,inside
25,987.615,stimuli/restaurant/restaurant_11.jpg,70.0,memory_backgrounds,image-keyboard-response,1262.0,3897525.0,0.0-25.0-1.25,2225,restaurant_11,restaurant,old,1,inside
26,988.04,stimuli/library/library_32.jpg,74.0,memory_backgrounds,image-keyboard-response,1264.0,3899020.0,0.0-25.0-1.26,2225,library_32,library,new,1,inside
27,1180.575,stimuli/desert/desert_3.jpg,74.0,memory_backgrounds,image-keyboard-response,1266.0,3900703.0,0.0-25.0-1.27,2225,desert_3,desert,old,0,inside
28,1360.03,stimuli/restaurant/restaurant_3.jpg,74.0,memory_backgrounds,image-keyboard-response,1268.0,3902565.0,0.0-25.0-1.28,2225,restaurant_3,restaurant,new,1,inside
29,1198.62,stimuli/restaurant/restaurant_2.jpg,74.0,memory_backgrounds,image-keyboard-response,1270.0,3904267.0,0.0-25.0-1.29,2225,restaurant_2,restaurant,new,1,inside
30,861.76,stimuli/restaurant/restaurant_25.jpg,70.0,memory_backgrounds,image-keyboard-response,1272.0,3905631.0,0.0-25.0-1.30,2225,restaurant_25,restaurant,old,1,inside
