rt,stimulus,key_press,task,trial_type,trial_index,time_elapsed,internal_node_id,subid
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1200,3549256,0.0-25.0-0.0,1333
NULL,stimuli/desert/desert_11.jpg,NULL,memory_backgrounds,image-keyboard-response,1201,3551759,0.0-25.0-1.0,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1202,3552261,0.0-25.0-0.1,1333
319,stimuli/forest/forest_9.jpg,74,memory_backgrounds,image-keyboard-response,1203,3552581,0.0-25.0-1.1,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1204,3553082,0.0-25.0-0.2,1333
279,stimuli/desert/desert_32.jpg,70,memory_backgrounds,image-keyboard-response,1205,3553363,0.0-25.0-1.2,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1206,3553864,0.0-25.0-0.3,1333
99,stimuli/forest/forest_28.jpg,74,memory_backgrounds,image-keyboard-response,1207,3553964,0.0-25.0-1.3,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1208,3554465,0.0-25.0-0.4,1333
44,stimuli/desert/desert_31.jpg,70,memory_backgrounds,image-keyboard-response,1209,3554510,0.0-25.0-1.4,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1210,3555012,0.0-25.0-0.5,1333
308,stimuli/forest/forest_22.jpg,70,memory_backgrounds,image-keyboard-response,1211,3555321,0.0-25.0-1.5,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1212,3555823,0.0-25.0-0.6,1333
476,stimuli/forest/forest_16.jpg,70,memory_backgrounds,image-keyboard-response,1213,3556301,0.0-25.0-1.6,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1214,3556803,0.0-25.0-0.7,1333
231,stimuli/restaurant/restaurant_29.jpg,70,memory_backgrounds,image-keyboard-response,1215,3557036,0.0-25.0-1.7,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1216,3557538,0.0-25.0-0.8,1333
274,stimuli/desert/desert_4.jpg,74,memory_backgrounds,image-keyboard-response,1217,3557815,0.0-25.0-1.8,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1218,3558316,0.0-25.0-0.9,1333
701,stimuli/restaurant/restaurant_15.jpg,74,memory_backgrounds,image-keyboard-response,1219,3559018,0.0-25.0-1.9,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1220,3559520,0.0-25.0-0.10,1333
1318,stimuli/desert/desert_25.jpg,74,memory_backgrounds,image-keyboard-response,1221,3560840,0.0-25.0-1.10,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1222,3561342,0.0-25.0-0.11,1333
508,stimuli/forest/forest_11.jpg,70,memory_backgrounds,image-keyboard-response,1223,3561851,0.0-25.0-1.11,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1224,3562353,0.0-25.0-0.12,1333
1041,stimuli/restaurant/restaurant_20.jpg,70,memory_backgrounds,image-keyboard-response,1225,3563395,0.0-25.0-1.12,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1226,3563898,0.0-25.0-0.13,1333
338,stimuli/library/library_3.jpg,74,memory_backgrounds,image-keyboard-response,1227,3564240,0.0-25.0-1.13,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1228,3564741,0.0-25.0-0.14,1333
326,stimuli/library/library_10.jpg,70,memory_backgrounds,image-keyboard-response,1229,3565068,0.0-25.0-1.14,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1230,3565570,0.0-25.0-0.15,1333
234,stimuli/desert/desert_6.jpg,70,memory_backgrounds,image-keyboard-response,1231,3565805,0.0-25.0-1.15,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1232,3566308,0.0-25.0-0.16,1333
233,stimuli/restaurant/restaurant_2.jpg,70,memory_backgrounds,image-keyboard-response,1233,3566541,0.0-25.0-1.16,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1234,3567044,0.0-25.0-0.17,1333
209,stimuli/forest/forest_29.jpg,70,memory_backgrounds,image-keyboard-response,1235,3567253,0.0-25.0-1.17,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1236,3567755,0.0-25.0-0.18,1333
738,stimuli/forest/forest_27.jpg,70,memory_backgrounds,image-keyboard-response,1237,3568494,0.0-25.0-1.18,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1238,3568996,0.0-25.0-0.19,1333
951,stimuli/desert/desert_9.jpg,74,memory_backgrounds,image-keyboard-response,1239,3569948,0.0-25.0-1.19,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1240,3570450,0.0-25.0-0.20,1333
329,stimuli/desert/desert_18.jpg,70,memory_backgrounds,image-keyboard-response,1241,3570780,0.0-25.0-1.20,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1242,3571282,0.0-25.0-0.21,1333
315,stimuli/forest/forest_13.jpg,70,memory_backgrounds,image-keyboard-response,1243,3571598,0.0-25.0-1.21,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1244,3572100,0.0-25.0-0.22,1333
974,stimuli/restaurant/restaurant_5.jpg,70,memory_backgrounds,image-keyboard-response,1245,3573075,0.0-25.0-1.22,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1246,3573579,0.0-25.0-0.23,1333
995,stimuli/desert/desert_8.jpg,70,memory_backgrounds,image-keyboard-response,1247,3574575,0.0-25.0-1.23,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1248,3575077,0.0-25.0-0.24,1333
1093,stimuli/restaurant/restaurant_9.jpg,70,memory_backgrounds,image-keyboard-response,1249,3576172,0.0-25.0-1.24,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1250,3576673,0.0-25.0-0.25,1333
905,stimuli/library/library_22.jpg,74,memory_backgrounds,image-keyboard-response,1251,3577579,0.0-25.0-1.25,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1252,3578081,0.0-25.0-0.26,1333
470,stimuli/library/library_19.jpg,70,memory_backgrounds,image-keyboard-response,1253,3578552,0.0-25.0-1.26,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1254,3579054,0.0-25.0-0.27,1333
314,stimuli/restaurant/restaurant_31.jpg,70,memory_backgrounds,image-keyboard-response,1255,3579371,0.0-25.0-1.27,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1256,3579872,0.0-25.0-0.28,1333
259,stimuli/desert/desert_10.jpg,74,memory_backgrounds,image-keyboard-response,1257,3580132,0.0-25.0-1.28,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1258,3580635,0.0-25.0-0.29,1333
85,stimuli/restaurant/restaurant_4.jpg,70,memory_backgrounds,image-keyboard-response,1259,3580722,0.0-25.0-1.29,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1260,3581224,0.0-25.0-0.30,1333
116,stimuli/desert/desert_26.jpg,74,memory_backgrounds,image-keyboard-response,1261,3581342,0.0-25.0-1.30,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1262,3581843,0.0-25.0-0.31,1333
67,stimuli/library/library_18.jpg,70,memory_backgrounds,image-keyboard-response,1263,3581911,0.0-25.0-1.31,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1264,3582414,0.0-25.0-0.32,1333
32,stimuli/restaurant/restaurant_30.jpg,74,memory_backgrounds,image-keyboard-response,1265,3582447,0.0-25.0-1.32,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1266,3582948,0.0-25.0-0.33,1333
167,stimuli/forest/forest_31.jpg,74,memory_backgrounds,image-keyboard-response,1267,3583117,0.0-25.0-1.33,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1268,3583619,0.0-25.0-0.34,1333
132,stimuli/restaurant/restaurant_14.jpg,70,memory_backgrounds,image-keyboard-response,1269,3583752,0.0-25.0-1.34,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1270,3584254,0.0-25.0-0.35,1333
288,stimuli/forest/forest_4.jpg,74,memory_backgrounds,image-keyboard-response,1271,3584544,0.0-25.0-1.35,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1272,3585046,0.0-25.0-0.36,1333
149,stimuli/restaurant/restaurant_27.jpg,74,memory_backgrounds,image-keyboard-response,1273,3585198,0.0-25.0-1.36,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1274,3585699,0.0-25.0-0.37,1333
360,stimuli/forest/forest_1.jpg,70,memory_backgrounds,image-keyboard-response,1275,3586060,0.0-25.0-1.37,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1276,3586561,0.0-25.0-0.38,1333
728,stimuli/forest/forest_7.jpg,70,memory_backgrounds,image-keyboard-response,1277,3587291,0.0-25.0-1.38,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1278,3587793,0.0-25.0-0.39,1333
125,stimuli/forest/forest_26.jpg,74,memory_backgrounds,image-keyboard-response,1279,3587919,0.0-25.0-1.39,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1280,3588421,0.0-25.0-0.40,1333
307,stimuli/desert/desert_16.jpg,74,memory_backgrounds,image-keyboard-response,1281,3588729,0.0-25.0-1.40,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1282,3589231,0.0-25.0-0.41,1333
284,stimuli/restaurant/restaurant_26.jpg,74,memory_backgrounds,image-keyboard-response,1283,3589517,0.0-25.0-1.41,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1284,3590019,0.0-25.0-0.42,1333
854,stimuli/library/library_27.jpg,70,memory_backgrounds,image-keyboard-response,1285,3590874,0.0-25.0-1.42,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1286,3591375,0.0-25.0-0.43,1333
422,stimuli/library/library_32.jpg,70,memory_backgrounds,image-keyboard-response,1287,3591799,0.0-25.0-1.43,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1288,3592301,0.0-25.0-0.44,1333
777,stimuli/library/library_25.jpg,70,memory_backgrounds,image-keyboard-response,1289,3593081,0.0-25.0-1.44,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1290,3593583,0.0-25.0-0.45,1333
742,stimuli/restaurant/restaurant_18.jpg,70,memory_backgrounds,image-keyboard-response,1291,3594326,0.0-25.0-1.45,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1292,3594828,0.0-25.0-0.46,1333
675,stimuli/library/library_24.jpg,70,memory_backgrounds,image-keyboard-response,1293,3595503,0.0-25.0-1.46,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1294,3596006,0.0-25.0-0.47,1333
630,stimuli/library/library_15.jpg,70,memory_backgrounds,image-keyboard-response,1295,3596636,0.0-25.0-1.47,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1296,3597139,0.0-25.0-0.48,1333
368,stimuli/library/library_1.jpg,74,memory_backgrounds,image-keyboard-response,1297,3597508,0.0-25.0-1.48,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1298,3598012,0.0-25.0-0.49,1333
133,stimuli/forest/forest_6.jpg,74,memory_backgrounds,image-keyboard-response,1299,3598146,0.0-25.0-1.49,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1300,3598649,0.0-25.0-0.50,1333
145,stimuli/desert/desert_14.jpg,74,memory_backgrounds,image-keyboard-response,1301,3598794,0.0-25.0-1.50,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1302,3599296,0.0-25.0-0.51,1333
294,stimuli/restaurant/restaurant_11.jpg,74,memory_backgrounds,image-keyboard-response,1303,3599591,0.0-25.0-1.51,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1304,3600094,0.0-25.0-0.52,1333
142,stimuli/forest/forest_32.jpg,70,memory_backgrounds,image-keyboard-response,1305,3600237,0.0-25.0-1.52,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1306,3600738,0.0-25.0-0.53,1333
0,stimuli/forest/forest_15.jpg,70,memory_backgrounds,image-keyboard-response,1307,3600739,0.0-25.0-1.53,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1308,3601241,0.0-25.0-0.54,1333
387,stimuli/forest/forest_8.jpg,70,memory_backgrounds,image-keyboard-response,1309,3601628,0.0-25.0-1.54,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1310,3602130,0.0-25.0-0.55,1333
185,stimuli/library/library_14.jpg,70,memory_backgrounds,image-keyboard-response,1311,3602318,0.0-25.0-1.55,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1312,3602820,0.0-25.0-0.56,1333
308,stimuli/restaurant/restaurant_28.jpg,70,memory_backgrounds,image-keyboard-response,1313,3603129,0.0-25.0-1.56,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1314,3603631,0.0-25.0-0.57,1333
272,stimuli/forest/forest_12.jpg,70,memory_backgrounds,image-keyboard-response,1315,3603903,0.0-25.0-1.57,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1316,3604405,0.0-25.0-0.58,1333
216,stimuli/forest/forest_5.jpg,70,memory_backgrounds,image-keyboard-response,1317,3604623,0.0-25.0-1.58,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1318,3605125,0.0-25.0-0.59,1333
223,stimuli/forest/forest_23.jpg,70,memory_backgrounds,image-keyboard-response,1319,3605350,0.0-25.0-1.59,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1320,3605852,0.0-25.0-0.60,1333
183,stimuli/restaurant/restaurant_19.jpg,70,memory_backgrounds,image-keyboard-response,1321,3606036,0.0-25.0-1.60,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1322,3606538,0.0-25.0-0.61,1333
196,stimuli/forest/forest_2.jpg,70,memory_backgrounds,image-keyboard-response,1323,3606735,0.0-25.0-1.61,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1324,3607236,0.0-25.0-0.62,1333
214,stimuli/library/library_13.jpg,74,memory_backgrounds,image-keyboard-response,1325,3607452,0.0-25.0-1.62,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1326,3607954,0.0-25.0-0.63,1333
164,stimuli/desert/desert_23.jpg,74,memory_backgrounds,image-keyboard-response,1327,3608120,0.0-25.0-1.63,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1328,3608621,0.0-25.0-0.64,1333
325,stimuli/library/library_20.jpg,74,memory_backgrounds,image-keyboard-response,1329,3608947,0.0-25.0-1.64,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1330,3609449,0.0-25.0-0.65,1333
161,stimuli/forest/forest_24.jpg,74,memory_backgrounds,image-keyboard-response,1331,3609612,0.0-25.0-1.65,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1332,3610113,0.0-25.0-0.66,1333
153,stimuli/forest/forest_30.jpg,74,memory_backgrounds,image-keyboard-response,1333,3610268,0.0-25.0-1.66,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1334,3610770,0.0-25.0-0.67,1333
710,stimuli/restaurant/restaurant_16.jpg,74,memory_backgrounds,image-keyboard-response,1335,3611482,0.0-25.0-1.67,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1336,3611984,0.0-25.0-0.68,1333
1031,stimuli/restaurant/restaurant_32.jpg,70,memory_backgrounds,image-keyboard-response,1337,3613016,0.0-25.0-1.68,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1338,3613518,0.0-25.0-0.69,1333
188,stimuli/library/library_5.jpg,70,memory_backgrounds,image-keyboard-response,1339,3613709,0.0-25.0-1.69,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1340,3614211,0.0-25.0-0.70,1333
155,stimuli/library/library_31.jpg,70,memory_backgrounds,image-keyboard-response,1341,3614368,0.0-25.0-1.70,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1342,3614870,0.0-25.0-0.71,1333
135,stimuli/desert/desert_21.jpg,70,memory_backgrounds,image-keyboard-response,1343,3615006,0.0-25.0-1.71,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1344,3615508,0.0-25.0-0.72,1333
221,stimuli/restaurant/restaurant_17.jpg,70,memory_backgrounds,image-keyboard-response,1345,3615729,0.0-25.0-1.72,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1346,3616231,0.0-25.0-0.73,1333
133,stimuli/restaurant/restaurant_13.jpg,70,memory_backgrounds,image-keyboard-response,1347,3616366,0.0-25.0-1.73,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1348,3616868,0.0-25.0-0.74,1333
67,stimuli/restaurant/restaurant_6.jpg,74,memory_backgrounds,image-keyboard-response,1349,3616936,0.0-25.0-1.74,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1350,3617438,0.0-25.0-0.75,1333
164,stimuli/desert/desert_28.jpg,70,memory_backgrounds,image-keyboard-response,1351,3617604,0.0-25.0-1.75,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1352,3618106,0.0-25.0-0.76,1333
144,stimuli/forest/forest_17.jpg,74,memory_backgrounds,image-keyboard-response,1353,3618251,0.0-25.0-1.76,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1354,3618753,0.0-25.0-0.77,1333
44,stimuli/library/library_29.jpg,70,memory_backgrounds,image-keyboard-response,1355,3618799,0.0-25.0-1.77,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1356,3619301,0.0-25.0-0.78,1333
74,stimuli/desert/desert_1.jpg,70,memory_backgrounds,image-keyboard-response,1357,3619377,0.0-25.0-1.78,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1358,3619879,0.0-25.0-0.79,1333
88,stimuli/desert/desert_22.jpg,70,memory_backgrounds,image-keyboard-response,1359,3619968,0.0-25.0-1.79,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1360,3620470,0.0-25.0-0.80,1333
98,stimuli/library/library_26.jpg,70,memory_backgrounds,image-keyboard-response,1361,3620569,0.0-25.0-1.80,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1362,3621071,0.0-25.0-0.81,1333
90,stimuli/desert/desert_20.jpg,74,memory_backgrounds,image-keyboard-response,1363,3621162,0.0-25.0-1.81,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1364,3621664,0.0-25.0-0.82,1333
114,stimuli/restaurant/restaurant_24.jpg,74,memory_backgrounds,image-keyboard-response,1365,3621779,0.0-25.0-1.82,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1366,3622281,0.0-25.0-0.83,1333
518,stimuli/library/library_23.jpg,74,memory_backgrounds,image-keyboard-response,1367,3622800,0.0-25.0-1.83,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1368,3623303,0.0-25.0-0.84,1333
292,stimuli/library/library_7.jpg,74,memory_backgrounds,image-keyboard-response,1369,3623596,0.0-25.0-1.84,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1370,3624097,0.0-25.0-0.85,1333
101,stimuli/forest/forest_19.jpg,70,memory_backgrounds,image-keyboard-response,1371,3624200,0.0-25.0-1.85,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1372,3624702,0.0-25.0-0.86,1333
120,stimuli/library/library_11.jpg,70,memory_backgrounds,image-keyboard-response,1373,3624822,0.0-25.0-1.86,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1374,3625325,0.0-25.0-0.87,1333
96,stimuli/restaurant/restaurant_7.jpg,70,memory_backgrounds,image-keyboard-response,1375,3625421,0.0-25.0-1.87,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1376,3625923,0.0-25.0-0.88,1333
109,stimuli/desert/desert_29.jpg,70,memory_backgrounds,image-keyboard-response,1377,3626034,0.0-25.0-1.88,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1378,3626536,0.0-25.0-0.89,1333
43,stimuli/forest/forest_20.jpg,74,memory_backgrounds,image-keyboard-response,1379,3626579,0.0-25.0-1.89,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1380,3627081,0.0-25.0-0.90,1333
162,stimuli/desert/desert_5.jpg,74,memory_backgrounds,image-keyboard-response,1381,3627244,0.0-25.0-1.90,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1382,3627747,0.0-25.0-0.91,1333
323,stimuli/desert/desert_17.jpg,74,memory_backgrounds,image-keyboard-response,1383,3628072,0.0-25.0-1.91,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1384,3628574,0.0-25.0-0.92,1333
84,stimuli/restaurant/restaurant_10.jpg,70,memory_backgrounds,image-keyboard-response,1385,3628658,0.0-25.0-1.92,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1386,3629160,0.0-25.0-0.93,1333
70,stimuli/forest/forest_18.jpg,70,memory_backgrounds,image-keyboard-response,1387,3629231,0.0-25.0-1.93,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1388,3629733,0.0-25.0-0.94,1333
512,stimuli/desert/desert_30.jpg,70,memory_backgrounds,image-keyboard-response,1389,3630245,0.0-25.0-1.94,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1390,3630747,0.0-25.0-0.95,1333
557,stimuli/library/library_17.jpg,74,memory_backgrounds,image-keyboard-response,1391,3631305,0.0-25.0-1.95,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1392,3631807,0.0-25.0-0.96,1333
409,stimuli/library/library_30.jpg,74,memory_backgrounds,image-keyboard-response,1393,3632217,0.0-25.0-1.96,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1394,3632719,0.0-25.0-0.97,1333
492,stimuli/desert/desert_3.jpg,70,memory_backgrounds,image-keyboard-response,1395,3633212,0.0-25.0-1.97,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1396,3633714,0.0-25.0-0.98,1333
1270,stimuli/library/library_8.jpg,74,memory_backgrounds,image-keyboard-response,1397,3634986,0.0-25.0-1.98,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1398,3635489,0.0-25.0-0.99,1333
254,stimuli/restaurant/restaurant_23.jpg,74,memory_backgrounds,image-keyboard-response,1399,3635745,0.0-25.0-1.99,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1400,3636247,0.0-25.0-0.100,1333
234,stimuli/restaurant/restaurant_21.jpg,74,memory_backgrounds,image-keyboard-response,1401,3636482,0.0-25.0-1.100,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1402,3636984,0.0-25.0-0.101,1333
124,stimuli/desert/desert_19.jpg,74,memory_backgrounds,image-keyboard-response,1403,3637111,0.0-25.0-1.101,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1404,3637613,0.0-25.0-0.102,1333
167,stimuli/library/library_6.jpg,74,memory_backgrounds,image-keyboard-response,1405,3637781,0.0-25.0-1.102,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1406,3638282,0.0-25.0-0.103,1333
155,stimuli/forest/forest_14.jpg,70,memory_backgrounds,image-keyboard-response,1407,3638438,0.0-25.0-1.103,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1408,3638940,0.0-25.0-0.104,1333
134,stimuli/desert/desert_7.jpg,70,memory_backgrounds,image-keyboard-response,1409,3639075,0.0-25.0-1.104,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1410,3639577,0.0-25.0-0.105,1333
290,stimuli/library/library_12.jpg,70,memory_backgrounds,image-keyboard-response,1411,3639868,0.0-25.0-1.105,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1412,3640369,0.0-25.0-0.106,1333
175,stimuli/desert/desert_27.jpg,70,memory_backgrounds,image-keyboard-response,1413,3640544,0.0-25.0-1.106,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1414,3641046,0.0-25.0-0.107,1333
156,stimuli/desert/desert_2.jpg,70,memory_backgrounds,image-keyboard-response,1415,3641203,0.0-25.0-1.107,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1416,3641704,0.0-25.0-0.108,1333
187,stimuli/restaurant/restaurant_3.jpg,70,memory_backgrounds,image-keyboard-response,1417,3641893,0.0-25.0-1.108,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1418,3642396,0.0-25.0-0.109,1333
309,stimuli/library/library_16.jpg,70,memory_backgrounds,image-keyboard-response,1419,3642707,0.0-25.0-1.109,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1420,3643208,0.0-25.0-0.110,1333
88,stimuli/library/library_21.jpg,70,memory_backgrounds,image-keyboard-response,1421,3643297,0.0-25.0-1.110,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1422,3643799,0.0-25.0-0.111,1333
176,stimuli/library/library_2.jpg,70,memory_backgrounds,image-keyboard-response,1423,3643977,0.0-25.0-1.111,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1424,3644479,0.0-25.0-0.112,1333
151,stimuli/restaurant/restaurant_25.jpg,70,memory_backgrounds,image-keyboard-response,1425,3644632,0.0-25.0-1.112,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1426,3645134,0.0-25.0-0.113,1333
117,stimuli/desert/desert_12.jpg,70,memory_backgrounds,image-keyboard-response,1427,3645253,0.0-25.0-1.113,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1428,3645755,0.0-25.0-0.114,1333
267,stimuli/forest/forest_21.jpg,70,memory_backgrounds,image-keyboard-response,1429,3646022,0.0-25.0-1.114,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1430,3646524,0.0-25.0-0.115,1333
154,stimuli/desert/desert_24.jpg,70,memory_backgrounds,image-keyboard-response,1431,3646680,0.0-25.0-1.115,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1432,3647182,0.0-25.0-0.116,1333
213,stimuli/restaurant/restaurant_12.jpg,70,memory_backgrounds,image-keyboard-response,1433,3647398,0.0-25.0-1.116,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1434,3647899,0.0-25.0-0.117,1333
136,stimuli/library/library_4.jpg,70,memory_backgrounds,image-keyboard-response,1435,3648037,0.0-25.0-1.117,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1436,3648538,0.0-25.0-0.118,1333
118,stimuli/restaurant/restaurant_22.jpg,70,memory_backgrounds,image-keyboard-response,1437,3648656,0.0-25.0-1.118,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1438,3649158,0.0-25.0-0.119,1333
165,stimuli/library/library_28.jpg,70,memory_backgrounds,image-keyboard-response,1439,3649325,0.0-25.0-1.119,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1440,3649827,0.0-25.0-0.120,1333
565,stimuli/library/library_9.jpg,74,memory_backgrounds,image-keyboard-response,1441,3650394,0.0-25.0-1.120,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1442,3650896,0.0-25.0-0.121,1333
248,stimuli/forest/forest_10.jpg,74,memory_backgrounds,image-keyboard-response,1443,3651146,0.0-25.0-1.121,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1444,3651648,0.0-25.0-0.122,1333
291,stimuli/desert/desert_13.jpg,74,memory_backgrounds,image-keyboard-response,1445,3651940,0.0-25.0-1.122,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1446,3652442,0.0-25.0-0.123,1333
264,stimuli/restaurant/restaurant_1.jpg,74,memory_backgrounds,image-keyboard-response,1447,3652707,0.0-25.0-1.123,1333
NULL, ,NULL,memory_backgrounds,html-keyboard-response,1448,3653209,0.0-25.0-0.124,1333
882,stimuli/forest/forest_25.jpg,74,memory_backgrounds,image-keyboard-response,1449,3654092,0.0-25.0-1.124,1333
