,state1,stim_left,stim_right,rt_1,choice1,response1,rt_2,points,state2,stim_state2,stake,score,practice,rews1,rews2,background,high_arm,trial_type,trial_index,time_elapsed,internal_node_id,subid,stim_left_num,stim_right_num
0,1,object_10,object_04,-1.0,-1,-1,-1.0,0.0,-,,5,0,0,4,5,desert_10,2,memory-2step-stake-s,489,921492,0.0-18.0-0.0-0.0,4275,2,1
1,3,object_07,object_02,576.025,6,1,-1.0,0.0,2,object_09,1,0,0,6,2,library_16,2,memory-2step-stake-s,490,930015,0.0-18.0-0.0-0.1,4275,6,5
2,3,object_07,object_02,588.3299999,6,1,424.73,0.2222222222222222,2,object_09,1,2,0,4,2,library_19,2,memory-2step-stake-s,491,937876,0.0-18.0-0.0-0.2,4275,6,5
3,1,object_10,object_04,570.04,1,2,588.7150001,0.3333333333333333,1,object_08,5,17,0,3,1,desert_8,2,memory-2step-stake-s,492,946004,0.0-18.0-0.0-0.3,4275,2,1
4,2,object_01,object_06,984.7949999,4,1,593.5750001,0.0,2,object_09,5,17,0,3,0,forest_30,2,memory-2step-stake-s,493,953824,0.0-18.0-0.0-0.4,4275,4,3
5,1,object_04,object_10,565.7799999,2,2,658.465,0.1111111111111111,2,object_09,5,22,0,5,1,desert_14,2,memory-2step-stake-s,494,961818,0.0-18.0-0.0-0.5,4275,1,2
6,2,object_01,object_06,620.6650001,4,1,533.975,0.1111111111111111,2,object_09,5,27,0,7,1,forest_11,2,memory-2step-stake-s,495,969688,0.0-18.0-0.0-0.6,4275,4,3
7,2,object_06,object_01,815.7599999,3,1,424.41,0.7777777777777778,1,object_08,5,62,0,7,3,forest_25,2,memory-2step-stake-s,496,978066,0.0-18.0-0.0-0.7,4275,3,4
8,2,object_06,object_01,696.37,4,2,458.6499999,0.6666666666666666,2,object_09,1,68,0,7,6,forest_32,2,memory-2step-stake-s,497,986377,0.0-18.0-0.0-0.8,4275,3,4
9,3,object_07,object_02,1218.4,5,2,735.4700001,0.8888888888888888,1,object_08,5,108,0,8,7,library_19,2,memory-2step-stake-s,498,995161,0.0-18.0-0.0-0.9,4275,6,5
10,1,object_04,object_10,1097.735,2,2,617.69,0.5555555555555556,2,object_09,5,133,0,8,5,desert_31,2,memory-2step-stake-s,499,1003518,0.0-18.0-0.0-0.10,4275,1,2
11,4,object_05,object_03,887.2550001,7,1,716.99,0.7777777777777778,1,object_08,1,140,0,7,2,restaurant_29,2,memory-2step-stake-s,500,1012180,0.0-18.0-0.0-0.11,4275,7,8
12,3,object_07,object_02,1402.45,6,1,769.125,0.1111111111111111,2,object_09,1,141,0,3,1,library_31,2,memory-2step-stake-s,501,1020281,0.0-18.0-0.0-0.12,4275,6,5
13,3,object_02,object_07,1194.52,6,2,518.8150001,0.2222222222222222,2,object_09,1,143,0,2,2,library_26,2,memory-2step-stake-s,502,1028227,0.0-18.0-0.0-0.13,4275,5,6
14,4,object_03,object_05,1264.54,8,1,631.9400001,0.7777777777777778,2,object_09,1,150,0,1,7,restaurant_28,2,memory-2step-stake-s,503,1036809,0.0-18.0-0.0-0.14,4275,8,7
15,2,object_01,object_06,842.24,3,2,502.6550001,0.2222222222222222,1,object_08,1,152,0,2,6,forest_32,2,memory-2step-stake-s,504,1044739,0.0-18.0-0.0-0.15,4275,4,3
16,1,object_10,object_04,1461.695,1,2,702.93,0.2222222222222222,1,object_08,1,154,0,2,5,desert_19,2,memory-2step-stake-s,505,1052872,0.0-18.0-0.0-0.16,4275,2,1
