,state1,stim_left,stim_right,rt_1,choice1,response1,rt_2,points,state2,stim_state2,stake,score,practice,rews1,rews2,background,high_arm,trial_type,trial_index,time_elapsed,internal_node_id,subid,stim_left_num,stim_right_num
0,2,object_03,object_06,-1.0,-1,-1,-1.0,0.0,-,,5,0,0,2,6,forest_25,2,memory-2step-stake-s,491,1346418,0.0-18.0-0.0-0.0,4165,3,4
1,3,object_01,object_08,356.195,6,1,-1.0,0.0,2,object_07,1,0,0,1,7,library_9,2,memory-2step-stake-s,492,1355024,0.0-18.0-0.0-0.1,4165,6,5
2,4,object_09,object_02,371.545,8,2,353.655,1.0,2,object_07,1,9,0,2,9,restaurant_1,2,memory-2step-stake-s,493,1363725,0.0-18.0-0.0-0.2,4165,7,8
3,3,object_08,object_01,298.58,5,1,662.295,0.3333333333333333,1,object_10,1,12,0,3,9,library_17,2,memory-2step-stake-s,494,1372009,0.0-18.0-0.0-0.3,4165,5,6
4,3,object_08,object_01,648.055,6,2,664.385,0.6666666666666666,2,object_07,5,42,0,0,6,library_23,2,memory-2step-stake-s,495,1380681,0.0-18.0-0.0-0.4,4165,5,6
5,1,object_05,object_04,615.265,2,1,673.065,0.6666666666666666,2,object_07,1,48,0,3,6,desert_5,2,memory-2step-stake-s,496,1389315,0.0-18.0-0.0-0.5,4165,2,1
6,4,object_02,object_09,751.68,8,1,590.17,1.0,2,object_07,1,57,0,2,9,restaurant_23,2,memory-2step-stake-s,497,1398196,0.0-18.0-0.0-0.6,4165,8,7
7,2,object_03,object_06,333.68,4,2,829.675,0.8888888888888888,2,object_07,1,65,0,1,8,forest_3,2,memory-2step-stake-s,498,1407192,0.0-18.0-0.0-0.7,4165,3,4
8,1,object_05,object_04,404.155,1,2,495.035,0.0,1,object_10,5,65,0,0,9,desert_25,2,memory-2step-stake-s,499,1414996,0.0-18.0-0.0-0.8,4165,2,1
9,2,object_03,object_06,726.83,3,1,578.99,0.2222222222222222,1,object_10,5,75,0,2,6,forest_5,2,memory-2step-stake-s,500,1423076,0.0-18.0-0.0-0.9,4165,3,4
10,2,object_06,object_03,440.565,3,2,466.03,0.0,1,object_10,5,75,0,0,5,forest_10,2,memory-2step-stake-s,501,1430840,0.0-18.0-0.0-0.10,4165,4,3
11,1,object_04,object_05,517.84,1,1,526.69,0.1111111111111111,1,object_10,5,80,0,1,4,desert_8,2,memory-2step-stake-s,502,1438773,0.0-18.0-0.0-0.11,4165,1,2
12,4,object_09,object_02,759.94,8,2,508.705,0.2222222222222222,2,object_07,1,82,0,4,2,restaurant_19,2,memory-2step-stake-s,503,1446789,0.0-18.0-0.0-0.12,4165,7,8
13,4,object_02,object_09,818.525,8,1,435.175,0.2222222222222222,2,object_07,1,84,0,7,2,restaurant_28,2,memory-2step-stake-s,504,1454708,0.0-18.0-0.0-0.13,4165,8,7
14,1,object_04,object_05,802.285,2,2,547.265,0.1111111111111111,2,object_07,5,89,0,5,1,desert_2,2,memory-2step-stake-s,505,1462642,0.0-18.0-0.0-0.14,4165,1,2
15,2,object_06,object_03,754.295,4,1,476.185,0.0,2,object_07,5,89,0,8,0,forest_5,2,memory-2step-stake-s,506,1470439,0.0-18.0-0.0-0.15,4165,4,3
16,1,object_04,object_05,587.895,2,2,373.68,0.5555555555555556,2,object_07,5,114,0,7,5,desert_28,2,memory-2step-stake-s,507,1478666,0.0-18.0-0.0-0.16,4165,1,2
17,1,object_05,object_04,1071.225,1,2,593.975,0.7777777777777778,1,object_10,5,149,0,7,6,desert_27,2,memory-2step-stake-s,508,1487355,0.0-18.0-0.0-0.17,4165,2,1
18,2,object_03,object_06,667.12,4,2,432.845,0.3333333333333333,2,object_07,5,164,0,5,3,forest_6,2,memory-2step-stake-s,509,1495391,0.0-18.0-0.0-0.18,4165,3,4
19,1,object_05,object_04,753.935,2,1,523.895,0.6666666666666666,2,object_07,1,170,0,4,6,desert_28,2,memory-2step-stake-s,510,1503899,0.0-18.0-0.0-0.19,4165,2,1
20,2,object_06,object_03,631.135,3,2,417.94,0.4444444444444444,1,object_10,5,190,0,4,9,forest_27,2,memory-2step-stake-s,511,1512049,0.0-18.0-0.0-0.20,4165,4,3
21,3,object_08,object_01,684.24,5,1,483.235,0.1111111111111111,1,object_10,1,191,0,1,6,library_16,2,memory-2step-stake-s,512,1519940,0.0-18.0-0.0-0.21,4165,5,6
22,1,object_05,object_04,723.805,1,2,463.275,0.1111111111111111,1,object_10,5,196,0,1,7,desert_29,2,memory-2step-stake-s,513,1527804,0.0-18.0-0.0-0.22,4165,2,1
23,1,object_05,object_04,953.7,1,2,490.875,0.1111111111111111,1,object_10,5,201,0,1,8,desert_15,2,memory-2step-stake-s,514,1535690,0.0-18.0-0.0-0.23,4165,2,1
24,2,object_03,object_06,859.065,3,1,429.9,0.2222222222222222,1,object_10,5,211,0,2,9,forest_25,2,memory-2step-stake-s,515,1543639,0.0-18.0-0.0-0.24,4165,3,4
25,3,object_01,object_08,776.975,5,2,464.915,0.5555555555555556,1,object_10,5,236,0,5,5,library_29,2,memory-2step-stake-s,516,1551948,0.0-18.0-0.0-0.25,4165,6,5
26,4,object_09,object_02,656.77,7,1,384.375,0.2222222222222222,1,object_10,1,238,0,2,6,restaurant_18,2,memory-2step-stake-s,517,1559823,0.0-18.0-0.0-0.26,4165,7,8
27,2,object_03,object_06,707.3,4,2,519.79,0.6666666666666666,2,object_07,5,268,0,2,6,forest_8,2,memory-2step-stake-s,518,1568323,0.0-18.0-0.0-0.27,4165,3,4
