,state1,stim_left,stim_right,rt_1,choice1,response1,rt_2,points,state2,stim_state2,stake,score,practice,rews1,rews2,background,high_arm,trial_type,trial_index,time_elapsed,internal_node_id,subid,stim_left_num,stim_right_num
0,1,object_06,object_05,990.0,2,1,-1.0,0.0,2,object_01,1,0,0,3,8,desert_26,1,memory-2step-stake-s,496,1218626,0.0-18.0-0.0-0.0,4130,2,1
1,3,object_03,object_09,1001.0,6,1,524.0,0.6666666666666666,2,object_01,5,30,0,4,6,library_2,1,memory-2step-stake-s,497,1226960,0.0-18.0-0.0-0.1,4130,6,5
2,3,object_03,object_09,1089.0,5,2,495.0,1.0,1,object_10,5,75,0,9,6,library_17,1,memory-2step-stake-s,498,1235568,0.0-18.0-0.0-0.2,4130,6,5
3,3,object_09,object_03,908.0,6,2,90.0,0.6666666666666666,2,object_01,1,81,0,8,6,library_11,1,memory-2step-stake-s,499,1243472,0.0-18.0-0.0-0.3,4130,5,6
4,4,object_02,object_07,910.0,8,1,1152.0,0.4444444444444444,2,object_01,5,101,0,8,4,restaurant_22,1,memory-2step-stake-s,500,1252235,0.0-18.0-0.0-0.4,4130,8,7
5,4,object_07,object_02,940.0,8,2,433.0,0.5555555555555556,2,object_01,1,106,0,5,5,restaurant_26,1,memory-2step-stake-s,501,1260385,0.0-18.0-0.0-0.5,4130,7,8
6,4,object_02,object_07,581.0,8,1,283.0,0.5555555555555556,2,object_01,5,131,0,9,5,restaurant_15,1,memory-2step-stake-s,502,1268378,0.0-18.0-0.0-0.6,4130,8,7
7,2,object_04,object_08,991.0,4,2,647.0,0.7777777777777778,2,object_01,1,138,0,7,7,forest_23,1,memory-2step-stake-s,503,1276935,0.0-18.0-0.0-0.7,4130,3,4
8,2,object_08,object_04,1069.0,3,2,162.0,0.7777777777777778,1,object_10,1,145,0,7,2,forest_20,1,memory-2step-stake-s,504,1285012,0.0-18.0-0.0-0.8,4130,4,3
9,2,object_04,object_08,1119.0,3,1,629.0,0.3333333333333333,1,object_10,1,148,0,3,1,forest_18,1,memory-2step-stake-s,505,1293150,0.0-18.0-0.0-0.9,4130,3,4
10,3,object_09,object_03,1166.0,6,2,131.0,0.3333333333333333,2,object_01,5,163,0,1,3,library_30,1,memory-2step-stake-s,506,1300790,0.0-18.0-0.0-0.10,4130,5,6
11,1,object_06,object_05,1021.0,2,1,240.0,0.1111111111111111,2,object_01,1,164,0,0,1,desert_10,1,memory-2step-stake-s,507,1308337,0.0-18.0-0.0-0.11,4130,2,1
12,2,object_08,object_04,927.0,4,1,216.0,0.1111111111111111,2,object_01,1,165,0,1,1,forest_25,1,memory-2step-stake-s,508,1315863,0.0-18.0-0.0-0.12,4130,4,3
13,1,object_06,object_05,1322.0,1,2,326.0,0.2222222222222222,1,object_10,1,167,0,2,2,desert_29,1,memory-2step-stake-s,509,1323595,0.0-18.0-0.0-0.13,4130,2,1
14,1,object_06,object_05,1278.0,2,1,291.0,0.3333333333333333,2,object_01,1,170,0,1,3,desert_26,1,memory-2step-stake-s,510,1331397,0.0-18.0-0.0-0.14,4130,2,1
15,3,object_09,object_03,659.0,5,1,226.0,0.0,1,object_10,1,170,0,0,6,library_17,1,memory-2step-stake-s,511,1338828,0.0-18.0-0.0-0.15,4130,5,6
16,1,object_06,object_05,1336.0,2,1,255.0,0.6666666666666666,2,object_01,1,176,0,1,6,desert_14,1,memory-2step-stake-s,512,1346893,0.0-18.0-0.0-0.16,4130,2,1
17,3,object_03,object_09,1029.0,6,1,319.0,0.8888888888888888,2,object_01,1,184,0,1,8,library_18,1,memory-2step-stake-s,513,1355226,0.0-18.0-0.0-0.17,4130,6,5
18,4,object_02,object_07,1111.0,8,1,258.0,0.8888888888888888,2,object_01,5,224,0,0,8,restaurant_8,1,memory-2step-stake-s,514,1363497,0.0-18.0-0.0-0.18,4130,8,7
19,2,object_04,object_08,1348.0,3,1,448.0,0.2222222222222222,1,object_10,1,226,0,2,8,forest_21,1,memory-2step-stake-s,515,1371353,0.0-18.0-0.0-0.19,4130,3,4
20,1,object_05,object_06,1300.0,1,1,265.0,0.6666666666666666,1,object_10,1,232,0,6,9,desert_1,1,memory-2step-stake-s,516,1379428,0.0-18.0-0.0-0.20,4130,1,2
