,state1,stim_left,stim_right,rt_1,choice1,response1,rt_2,points,state2,stim_state2,stake,score,practice,rews1,rews2,background,high_arm,trial_type,trial_index,time_elapsed,internal_node_id,subid,stim_left_num,stim_right_num
0,4,object_06,object_05,-1.0,-1,-1,-1.0,0.0,-,,1,0,0,2,4,restaurant_4,2,memory-2step-stake-s,498,879871,0.0-18.0-0.0-0.0,1876,7,8
1,4,object_06,object_05,532.0,7,1,-1.0,0.0,1,object_07,5,0,0,4,6,restaurant_2,2,memory-2step-stake-s,499,888383,0.0-18.0-0.0-0.1,1876,7,8
2,2,object_08,object_02,748.0,3,1,-1.0,0.0,1,object_07,5,0,0,4,4,forest_15,2,memory-2step-stake-s,500,896900,0.0-18.0-0.0-0.2,1876,3,4
3,1,object_09,object_04,861.0,1,2,-1.0,0.0,1,object_07,5,0,0,5,6,desert_28,2,memory-2step-stake-s,501,905418,0.0-18.0-0.0-0.3,1876,2,1
4,1,object_09,object_04,460.0,2,1,-1.0,0.0,2,object_01,1,0,0,7,8,desert_5,2,memory-2step-stake-s,502,913935,0.0-18.0-0.0-0.4,1876,2,1
5,3,object_10,object_03,906.0,5,2,-1.0,0.0,1,object_07,1,0,0,8,6,library_4,2,memory-2step-stake-s,503,922461,0.0-18.0-0.0-0.5,1876,6,5
6,1,object_09,object_04,989.0,1,2,-1.0,0.0,1,object_07,5,0,0,9,2,desert_27,2,memory-2step-stake-s,504,930975,0.0-18.0-0.0-0.6,1876,2,1
7,4,object_06,object_05,1092.0,7,1,-1.0,0.0,1,object_07,1,0,0,8,1,restaurant_6,2,memory-2step-stake-s,505,939493,0.0-18.0-0.0-0.7,1876,7,8
8,2,object_02,object_08,1062.0,4,1,-1.0,0.0,2,object_01,5,0,0,9,3,forest_10,2,memory-2step-stake-s,506,948015,0.0-18.0-0.0-0.8,1876,4,3
9,4,object_05,object_06,322.0,7,2,352.0,0.6666666666666666,1,object_07,1,6,0,6,5,restaurant_24,2,memory-2step-stake-s,507,956193,0.0-18.0-0.0-0.9,1876,8,7
10,4,object_05,object_06,485.0,8,1,732.0,0.3333333333333333,2,object_01,5,21,0,4,3,restaurant_14,2,memory-2step-stake-s,508,964450,0.0-18.0-0.0-0.10,1876,8,7
11,4,object_06,object_05,455.0,8,2,548.0,0.0,2,object_01,1,21,0,2,0,restaurant_29,2,memory-2step-stake-s,509,972217,0.0-18.0-0.0-0.11,1876,7,8
12,3,object_03,object_10,636.0,5,1,279.0,0.0,1,object_07,1,21,0,0,2,library_6,2,memory-2step-stake-s,510,979718,0.0-18.0-0.0-0.12,1876,5,6
13,4,object_06,object_05,711.0,8,2,436.0,0.1111111111111111,2,object_01,1,22,0,3,1,restaurant_19,2,memory-2step-stake-s,511,987475,0.0-18.0-0.0-0.13,1876,7,8
14,3,object_10,object_03,668.0,6,1,306.0,0.4444444444444444,2,object_01,1,26,0,5,4,library_27,2,memory-2step-stake-s,512,995408,0.0-18.0-0.0-0.14,1876,6,5
15,4,object_05,object_06,700.0,8,1,9.0,0.3333333333333333,2,object_01,1,29,0,7,3,restaurant_31,2,memory-2step-stake-s,513,1002941,0.0-18.0-0.0-0.15,1876,8,7
16,3,object_03,object_10,868.0,5,1,667.0,0.8888888888888888,1,object_07,5,69,0,8,4,library_3,2,memory-2step-stake-s,514,1011641,0.0-18.0-0.0-0.16,1876,5,6
17,2,object_08,object_02,1066.0,4,2,520.0,0.5555555555555556,2,object_01,5,94,0,9,5,forest_9,2,memory-2step-stake-s,515,1019892,0.0-18.0-0.0-0.17,1876,3,4
18,3,object_03,object_10,572.0,6,2,131.0,0.4444444444444444,2,object_01,1,98,0,8,4,library_11,2,memory-2step-stake-s,516,1027645,0.0-18.0-0.0-0.18,1876,5,6
19,1,object_04,object_09,962.0,1,1,520.0,0.5555555555555556,1,object_07,5,123,0,5,4,desert_3,2,memory-2step-stake-s,517,1035895,0.0-18.0-0.0-0.19,1876,1,2
20,2,object_02,object_08,1002.0,3,2,422.0,0.5555555555555556,1,object_07,5,148,0,5,5,forest_10,2,memory-2step-stake-s,518,1044053,0.0-18.0-0.0-0.20,1876,4,3
21,2,object_08,object_02,866.0,3,1,384.0,0.5555555555555556,1,object_07,5,173,0,5,5,forest_3,2,memory-2step-stake-s,519,1052161,0.0-18.0-0.0-0.21,1876,3,4
22,4,object_06,object_05,711.0,7,1,470.0,0.4444444444444444,1,object_07,5,193,0,4,3,restaurant_1,2,memory-2step-stake-s,520,1060253,0.0-18.0-0.0-0.22,1876,7,8
23,2,object_08,object_02,683.0,4,2,478.0,0.4444444444444444,2,object_01,1,197,0,5,4,forest_30,2,memory-2step-stake-s,521,1068355,0.0-18.0-0.0-0.23,1876,3,4
24,3,object_10,object_03,620.0,5,2,403.0,0.5555555555555556,1,object_07,1,202,0,5,2,library_27,2,memory-2step-stake-s,522,1076484,0.0-18.0-0.0-0.24,1876,6,5
25,3,object_10,object_03,682.0,6,1,831.0,0.2222222222222222,2,object_01,1,204,0,6,2,library_25,2,memory-2step-stake-s,523,1084736,0.0-18.0-0.0-0.25,1876,6,5
26,1,object_04,object_09,866.0,2,2,452.0,0.3333333333333333,2,object_01,5,219,0,9,3,desert_6,2,memory-2step-stake-s,524,1092718,0.0-18.0-0.0-0.26,1876,1,2
27,2,object_08,object_02,1060.0,3,1,403.0,0.7777777777777778,1,object_07,5,254,0,7,4,forest_10,2,memory-2step-stake-s,525,1101061,0.0-18.0-0.0-0.27,1876,3,4
28,4,object_06,object_05,928.0,7,1,399.0,0.8888888888888888,1,object_07,1,262,0,8,7,restaurant_28,2,memory-2step-stake-s,526,1109498,0.0-18.0-0.0-0.28,1876,7,8
29,1,object_04,object_09,904.0,2,2,396.0,0.7777777777777778,2,object_01,5,297,0,5,7,desert_30,2,memory-2step-stake-s,527,1117835,0.0-18.0-0.0-0.29,1876,1,2
30,1,object_04,object_09,1038.0,1,1,396.0,0.5555555555555556,1,object_07,5,322,0,5,7,desert_4,2,memory-2step-stake-s,528,1125958,0.0-18.0-0.0-0.30,1876,1,2
31,1,object_04,object_09,860.0,2,2,330.0,0.7777777777777778,2,object_01,5,357,0,4,7,desert_7,2,memory-2step-stake-s,529,1134220,0.0-18.0-0.0-0.31,1876,1,2
32,3,object_10,object_03,879.0,5,2,397.0,0.2222222222222222,1,object_07,5,367,0,2,7,library_11,2,memory-2step-stake-s,530,1142035,0.0-18.0-0.0-0.32,1876,6,5
33,2,object_08,object_02,1187.0,4,2,397.0,0.8888888888888888,2,object_01,5,407,0,3,8,forest_14,2,memory-2step-stake-s,531,1150474,0.0-18.0-0.0-0.33,1876,3,4
34,3,object_10,object_03,954.0,6,1,401.0,1.0,2,object_01,5,452,0,2,9,library_6,2,memory-2step-stake-s,532,1159023,0.0-18.0-0.0-0.34,1876,6,5
35,4,object_06,object_05,827.0,7,1,297.0,0.5555555555555556,1,object_07,1,457,0,5,8,restaurant_22,2,memory-2step-stake-s,533,1167044,0.0-18.0-0.0-0.35,1876,7,8
36,4,object_06,object_05,626.0,7,1,472.0,0.8888888888888888,1,object_07,1,465,0,8,8,restaurant_22,2,memory-2step-stake-s,534,1175552,0.0-18.0-0.0-0.36,1876,7,8
37,2,object_08,object_02,1151.0,4,2,306.0,0.7777777777777778,2,object_01,5,500,0,9,7,forest_23,2,memory-2step-stake-s,535,1183793,0.0-18.0-0.0-0.37,1876,3,4
38,4,object_05,object_06,1121.0,8,1,364.0,0.8888888888888888,2,object_01,1,508,0,8,8,restaurant_11,2,memory-2step-stake-s,536,1192189,0.0-18.0-0.0-0.38,1876,8,7
39,3,object_03,object_10,1398.0,6,2,1475.0,0.7777777777777778,2,object_01,5,543,0,7,7,library_2,2,memory-2step-stake-s,537,1201613,0.0-18.0-0.0-0.39,1876,5,6
40,1,object_04,object_09,927.0,2,2,346.0,0.7777777777777778,2,object_01,5,578,0,9,7,desert_24,2,memory-2step-stake-s,538,1209907,0.0-18.0-0.0-0.40,1876,1,2
41,1,object_04,object_09,834.0,2,2,461.0,0.6666666666666666,2,object_01,5,608,0,9,6,desert_29,2,memory-2step-stake-s,539,1218205,0.0-18.0-0.0-0.41,1876,1,2
42,4,object_06,object_05,920.0,8,2,508.0,0.7777777777777778,2,object_01,1,615,0,6,7,restaurant_19,2,memory-2step-stake-s,540,1226648,0.0-18.0-0.0-0.42,1876,7,8
43,2,object_02,object_08,1304.0,3,2,407.0,1.0,1,object_07,5,660,0,9,9,forest_4,2,memory-2step-stake-s,541,1235190,0.0-18.0-0.0-0.43,1876,4,3
44,3,object_03,object_10,1087.0,5,1,332.0,0.6666666666666666,1,object_07,1,666,0,6,8,library_17,2,memory-2step-stake-s,542,1243353,0.0-18.0-0.0-0.44,1876,5,6
45,1,object_04,object_09,904.0,1,1,395.0,0.5555555555555556,1,object_07,5,691,0,5,9,desert_10,2,memory-2step-stake-s,543,1251486,0.0-18.0-0.0-0.45,1876,1,2
46,1,object_09,object_04,279.0,2,1,540.0,1.0,2,object_01,1,700,0,6,9,desert_4,2,memory-2step-stake-s,544,1260170,0.0-18.0-0.0-0.46,1876,2,1
47,3,object_10,object_03,622.0,6,1,547.0,1.0,2,object_01,1,709,0,6,9,library_6,2,memory-2step-stake-s,545,1268862,0.0-18.0-0.0-0.47,1876,6,5
