,state1,stim_left,stim_right,rt_1,choice1,response1,rt_2,points,state2,stim_state2,stake,score,practice,rews1,rews2,background,high_arm,trial_type,trial_index,time_elapsed,internal_node_id,subid,stim_left_num,stim_right_num
0,4,object_08,object_03,1292.98,8,1,-1.0,0.0,2,object_10,5,0,0,2,6,restaurant_2,1,memory-2step-stake-s,489,1712608,0.0-18.0-0.0-0.0,2370,8,7
1,3,object_07,object_04,1107.41,5,2,1036.79,0.2222222222222222,1,object_09,5,10,0,2,7,library_22,1,memory-2step-stake-s,490,1721127,0.0-18.0-0.0-0.1,2370,6,5
2,1,object_01,object_05,640.485,2,1,1130.68,0.5555555555555556,2,object_10,1,15,0,9,5,desert_16,1,memory-2step-stake-s,491,1730046,0.0-18.0-0.0-0.2,2370,2,1
3,1,object_05,object_01,1093.38,2,2,396.115,0.5555555555555556,2,object_10,1,20,0,6,5,desert_5,1,memory-2step-stake-s,492,1738252,0.0-18.0-0.0-0.3,2370,1,2
4,4,object_03,object_08,884.545,7,1,436.895,0.5555555555555556,1,object_09,5,45,0,5,4,restaurant_9,1,memory-2step-stake-s,493,1746477,0.0-18.0-0.0-0.4,2370,7,8
5,2,object_02,object_06,900.375,4,2,756.885,0.6666666666666666,2,object_10,1,51,0,6,6,forest_21,1,memory-2step-stake-s,494,1755148,0.0-18.0-0.0-0.5,2370,3,4
6,1,object_01,object_05,842.29,2,1,392.33,0.8888888888888888,2,object_10,1,59,0,2,8,desert_24,1,memory-2step-stake-s,495,1763679,0.0-18.0-0.0-0.6,2370,2,1
7,4,object_03,object_08,962.52,7,1,344.69,0.1111111111111111,1,object_09,5,64,0,1,9,restaurant_9,1,memory-2step-stake-s,496,1771427,0.0-18.0-0.0-0.7,2370,7,8
8,4,object_08,object_03,1120.11,8,1,297.03,0.5555555555555556,2,object_10,5,89,0,3,5,restaurant_14,1,memory-2step-stake-s,497,1779527,0.0-18.0-0.0-0.8,2370,8,7
9,1,object_05,object_01,933.94,2,2,336.34,0.5555555555555556,2,object_10,1,94,0,4,5,desert_8,1,memory-2step-stake-s,498,1787650,0.0-18.0-0.0-0.9,2370,1,2
10,2,object_06,object_02,942.035,4,1,555.86,0.3333333333333333,2,object_10,1,97,0,5,3,forest_20,1,memory-2step-stake-s,499,1795787,0.0-18.0-0.0-0.10,2370,4,3
11,3,object_07,object_04,1084.875,6,1,560.9,0.2222222222222222,2,object_10,5,107,0,3,2,library_31,1,memory-2step-stake-s,500,1803817,0.0-18.0-0.0-0.11,2370,6,5
12,1,object_05,object_01,686.505,1,1,295.975,0.4444444444444444,1,object_09,5,127,0,4,3,desert_8,1,memory-2step-stake-s,501,1811776,0.0-18.0-0.0-0.12,2370,1,2
13,3,object_04,object_07,1053.805,5,1,512.685,0.7777777777777778,1,object_09,1,134,0,7,4,library_3,1,memory-2step-stake-s,502,1820312,0.0-18.0-0.0-0.13,2370,5,6
14,2,object_06,object_02,913.385,3,2,431.845,0.5555555555555556,1,object_09,1,139,0,5,5,forest_14,1,memory-2step-stake-s,503,1828557,0.0-18.0-0.0-0.14,2370,4,3
15,1,object_05,object_01,949.17,1,1,261.565,0.2222222222222222,1,object_09,1,141,0,2,6,desert_12,1,memory-2step-stake-s,504,1836284,0.0-18.0-0.0-0.15,2370,1,2
16,3,object_04,object_07,802.225,6,2,307.25,0.6666666666666666,2,object_10,5,171,0,1,6,library_31,1,memory-2step-stake-s,505,1844492,0.0-18.0-0.0-0.16,2370,5,6
17,2,object_06,object_02,776.895,4,1,291.56,0.7777777777777778,2,object_10,1,178,0,1,7,forest_20,1,memory-2step-stake-s,506,1852802,0.0-18.0-0.0-0.17,2370,4,3
18,4,object_03,object_08,1065.73,7,1,263.635,0.2222222222222222,1,object_09,5,188,0,2,8,restaurant_25,1,memory-2step-stake-s,507,1860543,0.0-18.0-0.0-0.18,2370,7,8
19,3,object_04,object_07,1018.93,5,1,403.64,0.1111111111111111,1,object_09,5,193,0,1,8,library_24,1,memory-2step-stake-s,508,1868331,0.0-18.0-0.0-0.19,2370,5,6
