,state1,stim_left,stim_right,rt_1,choice1,response1,rt_2,points,state2,stim_state2,stake,score,practice,rews1,rews2,background,high_arm,trial_type,trial_index,time_elapsed,internal_node_id,subid,stim_left_num,stim_right_num
0,3,object_08,object_07,1063.31,6,2,-1.0,0.0,2,object_05,1,0,0,0,3,library_16,2,memory-2step-stake-s,492,1107145,0.0-18.0-0.0-0.0,3671,5,6
1,2,object_02,object_01,-1.0,-1,-1,-1.0,0.0,-,,1,0,0,1,7,forest_16,2,memory-2step-stake-s,493,1113655,0.0-18.0-0.0-0.1,3671,3,4
2,4,object_10,object_04,695.285,7,1,1186.53,0.5555555555555556,1,object_03,1,5,0,5,6,restaurant_21,2,memory-2step-stake-s,494,1122561,0.0-18.0-0.0-0.2,3671,7,8
3,3,object_08,object_07,525.61,6,2,457.38,0.8888888888888888,2,object_05,1,13,0,8,8,library_12,2,memory-2step-stake-s,495,1131046,0.0-18.0-0.0-0.3,3671,5,6
4,2,object_02,object_01,720.315,4,2,827.875,1.0,2,object_05,5,58,0,7,9,forest_16,2,memory-2step-stake-s,496,1140001,0.0-18.0-0.0-0.4,3671,3,4
5,1,object_06,object_09,959.005,1,1,673.41,0.8888888888888888,1,object_03,5,98,0,8,9,desert_20,2,memory-2step-stake-s,497,1148697,0.0-18.0-0.0-0.5,3671,1,2
6,4,object_10,object_04,941.92,7,1,872.01,0.8888888888888888,1,object_03,1,106,0,8,8,restaurant_14,2,memory-2step-stake-s,498,1157595,0.0-18.0-0.0-0.6,3671,7,8
7,1,object_09,object_06,995.83,1,2,718.73,0.7777777777777778,1,object_03,5,141,0,7,6,desert_5,2,memory-2step-stake-s,499,1166239,0.0-18.0-0.0-0.7,3671,2,1
8,4,object_10,object_04,745.02,7,1,573.43,0.4444444444444444,1,object_03,1,145,0,4,5,restaurant_28,2,memory-2step-stake-s,500,1174432,0.0-18.0-0.0-0.8,3671,7,8
9,3,object_08,object_07,1335.77,6,2,634.855,0.5555555555555556,2,object_05,5,170,0,4,5,library_28,2,memory-2step-stake-s,501,1182787,0.0-18.0-0.0-0.9,3671,5,6
10,1,object_06,object_09,901.195,2,2,600.46,0.4444444444444444,2,object_05,5,190,0,5,4,desert_26,2,memory-2step-stake-s,502,1191003,0.0-18.0-0.0-0.10,3671,1,2
11,2,object_02,object_01,1045.47,4,2,790.89,0.3333333333333333,2,object_05,5,205,0,3,3,forest_27,2,memory-2step-stake-s,503,1199313,0.0-18.0-0.0-0.11,3671,3,4
12,3,object_08,object_07,1359.67,5,1,705.905,0.1111111111111111,1,object_03,1,206,0,1,2,library_9,2,memory-2step-stake-s,504,1207333,0.0-18.0-0.0-0.12,3671,5,6
13,3,object_07,object_08,1322.22,6,1,1141.66,0.1111111111111111,2,object_05,1,207,0,4,1,library_27,2,memory-2step-stake-s,505,1215790,0.0-18.0-0.0-0.13,3671,6,5
14,4,object_10,object_04,768.77,8,2,659.235,0.0,2,object_05,1,207,0,8,0,restaurant_15,2,memory-2step-stake-s,506,1223664,0.0-18.0-0.0-0.14,3671,7,8
15,2,object_01,object_02,1352.135,3,2,698.755,1.0,1,object_03,5,252,0,9,1,forest_26,2,memory-2step-stake-s,507,1232487,0.0-18.0-0.0-0.15,3671,4,3
16,1,object_09,object_06,-1.0,-1,-1,-1.0,0.0,-,,5,252,0,8,0,desert_8,2,memory-2step-stake-s,508,1238999,0.0-18.0-0.0-0.16,3671,2,1
17,3,object_07,object_08,864.8550001,6,1,698.835,0.3333333333333333,2,object_05,5,267,0,6,3,library_1,2,memory-2step-stake-s,509,1247215,0.0-18.0-0.0-0.17,3671,6,5
18,3,object_07,object_08,961.425,5,2,724.675,1.0,1,object_03,1,276,0,9,4,library_1,2,memory-2step-stake-s,510,1256064,0.0-18.0-0.0-0.18,3671,6,5
19,2,object_01,object_02,1175.505,3,2,560.9,1.0,1,object_03,5,321,0,9,2,forest_1,2,memory-2step-stake-s,511,1264751,0.0-18.0-0.0-0.19,3671,4,3
20,1,object_06,object_09,1256.805,2,2,707.03,0.3333333333333333,2,object_05,5,336,0,6,3,desert_29,2,memory-2step-stake-s,512,1272977,0.0-18.0-0.0-0.20,3671,1,2
21,2,object_01,object_02,1005.48,3,2,448.065,1.0,1,object_03,5,381,0,9,3,forest_4,2,memory-2step-stake-s,513,1281550,0.0-18.0-0.0-0.21,3671,4,3
22,4,object_04,object_10,953.67,8,1,635.795,0.5555555555555556,2,object_05,5,406,0,7,5,restaurant_23,2,memory-2step-stake-s,514,1289905,0.0-18.0-0.0-0.22,3671,8,7
23,3,object_08,object_07,1158.845,6,2,656.49,0.2222222222222222,2,object_05,5,416,0,7,2,library_14,2,memory-2step-stake-s,515,1297980,0.0-18.0-0.0-0.23,3671,5,6
24,2,object_02,object_01,956.035,3,1,470.08,0.6666666666666666,1,object_03,5,446,0,6,1,forest_25,2,memory-2step-stake-s,516,1306271,0.0-18.0-0.0-0.24,3671,3,4
25,4,object_10,object_04,688.47,8,2,643.005,0.0,2,object_05,1,446,0,5,0,restaurant_15,2,memory-2step-stake-s,517,1314130,0.0-18.0-0.0-0.25,3671,7,8
26,1,object_09,object_06,1294.505,2,1,617.11,0.0,2,object_05,5,446,0,5,0,desert_25,2,memory-2step-stake-s,518,1321961,0.0-18.0-0.0-0.26,3671,2,1
27,3,object_08,object_07,1183.48,5,1,602.52,0.4444444444444444,1,object_03,5,466,0,4,3,library_5,2,memory-2step-stake-s,519,1330180,0.0-18.0-0.0-0.27,3671,5,6
28,1,object_09,object_06,1107.285,2,1,629.845,0.1111111111111111,2,object_05,1,467,0,5,1,desert_27,2,memory-2step-stake-s,520,1338125,0.0-18.0-0.0-0.28,3671,2,1
29,3,object_07,object_08,-1.0,-1,-1,-1.0,0.0,-,,1,467,0,3,1,library_29,2,memory-2step-stake-s,521,1344634,0.0-18.0-0.0-0.29,3671,6,5
30,3,object_08,object_07,629.07,6,2,639.345,0.3333333333333333,2,object_05,1,470,0,2,3,library_17,2,memory-2step-stake-s,522,1352792,0.0-18.0-0.0-0.30,3671,5,6
31,2,object_02,object_01,414.44,3,1,576.765,0.2222222222222222,1,object_03,5,480,0,2,4,forest_10,2,memory-2step-stake-s,523,1360786,0.0-18.0-0.0-0.31,3671,3,4
32,4,object_04,object_10,973.97,7,2,761.005,0.2222222222222222,1,object_03,1,482,0,2,4,restaurant_12,2,memory-2step-stake-s,524,1368963,0.0-18.0-0.0-0.32,3671,8,7
33,3,object_07,object_08,661.85,6,1,463.495,0.4444444444444444,2,object_05,1,486,0,5,4,library_24,2,memory-2step-stake-s,525,1377043,0.0-18.0-0.0-0.33,3671,6,5
34,2,object_01,object_02,813.0800001,4,1,510.655,0.5555555555555556,2,object_05,5,511,0,6,5,forest_22,2,memory-2step-stake-s,526,1385272,0.0-18.0-0.0-0.34,3671,4,3
35,2,object_01,object_02,1175.145,4,1,674.77,0.3333333333333333,2,object_05,5,526,0,7,3,forest_13,2,memory-2step-stake-s,527,1393464,0.0-18.0-0.0-0.35,3671,4,3
36,4,object_04,object_10,1287.03,8,1,674.54,0.4444444444444444,2,object_05,1,530,0,8,4,restaurant_26,2,memory-2step-stake-s,528,1401757,0.0-18.0-0.0-0.36,3671,8,7
37,3,object_08,object_07,995.45,6,2,615.2,0.7777777777777778,2,object_05,1,537,0,8,7,library_22,2,memory-2step-stake-s,529,1410292,0.0-18.0-0.0-0.37,3671,5,6
38,4,object_04,object_10,1058.545,8,1,668.48,0.4444444444444444,2,object_05,1,541,0,8,4,restaurant_24,2,memory-2step-stake-s,530,1418583,0.0-18.0-0.0-0.38,3671,8,7
39,2,object_02,object_01,1159.97,4,2,706.415,0.3333333333333333,2,object_05,5,556,0,8,3,forest_17,2,memory-2step-stake-s,531,1426808,0.0-18.0-0.0-0.39,3671,3,4
40,4,object_04,object_10,1095.495,7,2,649.55,0.8888888888888888,1,object_03,1,564,0,8,3,restaurant_23,2,memory-2step-stake-s,532,1435485,0.0-18.0-0.0-0.40,3671,8,7
41,1,object_09,object_06,890.72,1,2,605.99,0.8888888888888888,1,object_03,1,572,0,8,2,desert_7,2,memory-2step-stake-s,533,1444113,0.0-18.0-0.0-0.41,3671,2,1
42,3,object_08,object_07,998.785,5,1,578.68,1.0,1,object_03,1,581,0,9,3,library_22,2,memory-2step-stake-s,534,1452817,0.0-18.0-0.0-0.42,3671,5,6
43,4,object_04,object_10,1391.275,7,2,691.105,0.7777777777777778,1,object_03,5,616,0,7,1,restaurant_14,2,memory-2step-stake-s,535,1461428,0.0-18.0-0.0-0.43,3671,8,7
44,2,object_01,object_02,947.965,3,2,919.37,0.6666666666666666,1,object_03,1,622,0,6,2,forest_7,2,memory-2step-stake-s,536,1470168,0.0-18.0-0.0-0.44,3671,4,3
45,4,object_04,object_10,838.85,8,1,520.525,0.2222222222222222,2,object_05,1,624,0,5,2,restaurant_11,2,memory-2step-stake-s,537,1478106,0.0-18.0-0.0-0.45,3671,8,7
46,1,object_09,object_06,748.805,1,2,542.56,0.1111111111111111,1,object_03,5,629,0,1,3,desert_32,2,memory-2step-stake-s,538,1485968,0.0-18.0-0.0-0.46,3671,2,1
47,1,object_09,object_06,1086.71,2,1,659.095,0.3333333333333333,2,object_05,5,644,0,4,3,desert_29,2,memory-2step-stake-s,539,1494145,0.0-18.0-0.0-0.47,3671,2,1
48,3,object_08,object_07,1232.1,6,2,441.54,0.4444444444444444,2,object_05,5,664,0,6,4,library_22,2,memory-2step-stake-s,540,1502204,0.0-18.0-0.0-0.48,3671,5,6
49,2,object_02,object_01,875.14,4,2,503.285,0.4444444444444444,2,object_05,5,684,0,5,4,forest_7,2,memory-2step-stake-s,541,1510326,0.0-18.0-0.0-0.49,3671,3,4
50,2,object_01,object_02,841.78,4,1,795.785,0.4444444444444444,2,object_05,5,704,0,2,4,forest_22,2,memory-2step-stake-s,542,1518739,0.0-18.0-0.0-0.50,3671,4,3
51,1,object_06,object_09,804.575,2,2,663.245,0.6666666666666666,2,object_05,5,734,0,4,6,desert_2,2,memory-2step-stake-s,543,1527223,0.0-18.0-0.0-0.51,3671,1,2
52,3,object_08,object_07,1088.81,6,2,667.205,0.4444444444444444,2,object_05,5,754,0,4,4,library_5,2,memory-2step-stake-s,544,1535508,0.0-18.0-0.0-0.52,3671,5,6
53,4,object_10,object_04,988.21,8,2,471.25,0.3333333333333333,2,object_05,1,757,0,5,3,restaurant_12,2,memory-2step-stake-s,545,1543496,0.0-18.0-0.0-0.53,3671,7,8
54,1,object_09,object_06,-1.0,-1,-1,-1.0,0.0,-,,5,757,0,2,3,desert_20,2,memory-2step-stake-s,546,1550003,0.0-18.0-0.0-0.54,3671,2,1
55,4,object_10,object_04,1020.74,7,1,327.4,0.3333333333333333,1,object_03,5,772,0,3,1,restaurant_28,2,memory-2step-stake-s,547,1557849,0.0-18.0-0.0-0.55,3671,7,8
56,1,object_06,object_09,741.95,1,1,424.39,0.2222222222222222,1,object_03,5,782,0,2,2,desert_8,2,memory-2step-stake-s,548,1565690,0.0-18.0-0.0-0.56,3671,1,2
