,state1,stim_left,stim_right,rt_1,choice1,response1,rt_2,points,state2,stim_state2,stake,score,practice,rews1,rews2,background,high_arm,trial_type,trial_index,time_elapsed,internal_node_id,subid,stim_left_num,stim_right_num
0,2,object_10,object_07,771.815,3,1,-1.0,0.0,1,object_03,1,0,0,2,4,forest_22,2,memory-2step-stake-s,496,950204,0.0-18.0-0.0-0.0,4089,3,4
1,2,object_10,object_07,402.17,4,2,636.14,0.5555555555555556,2,object_02,5,25,0,0,5,forest_29,2,memory-2step-stake-s,497,958578,0.0-18.0-0.0-0.1,4089,3,4
2,2,object_07,object_10,608.475,3,2,682.365,0.1111111111111111,1,object_03,5,30,0,1,4,forest_21,2,memory-2step-stake-s,498,966595,0.0-18.0-0.0-0.2,4089,4,3
3,1,object_01,object_06,444.11,2,1,591.3,0.7777777777777778,2,object_02,5,65,0,2,7,desert_13,2,memory-2step-stake-s,499,975139,0.0-18.0-0.0-0.3,4089,2,1
4,3,object_04,object_09,477.045,5,2,349.075,0.1111111111111111,1,object_03,1,66,0,1,7,library_13,2,memory-2step-stake-s,500,982820,0.0-18.0-0.0-0.4,4089,6,5
5,1,object_06,object_01,471.625,1,1,741.025,0.1111111111111111,1,object_03,5,71,0,1,7,desert_7,2,memory-2step-stake-s,501,990895,0.0-18.0-0.0-0.5,4089,1,2
6,4,object_08,object_05,778.535,7,1,519.35,0.1111111111111111,1,object_03,1,72,0,1,7,restaurant_8,2,memory-2step-stake-s,502,998745,0.0-18.0-0.0-0.6,4089,7,8
7,4,object_05,object_08,813.215,7,2,210.66,0.3333333333333333,1,object_03,1,75,0,3,6,restaurant_12,2,memory-2step-stake-s,503,1006487,0.0-18.0-0.0-0.7,4089,8,7
8,3,object_04,object_09,1043.72,6,1,838.605,1.0,2,object_02,1,84,0,3,9,library_8,2,memory-2step-stake-s,504,1015485,0.0-18.0-0.0-0.8,4089,6,5
9,1,object_01,object_06,-1.0,-1,-1,-1.0,0.0,-,,5,84,0,3,8,desert_32,2,memory-2step-stake-s,505,1022007,0.0-18.0-0.0-0.9,4089,2,1
10,2,object_10,object_07,518.49,4,2,494.24,0.4444444444444444,2,object_02,5,104,0,6,4,forest_13,2,memory-2step-stake-s,506,1030125,0.0-18.0-0.0-0.10,4089,3,4
11,4,object_05,object_08,760.725,7,2,367.01,0.3333333333333333,1,object_03,1,107,0,3,4,restaurant_24,2,memory-2step-stake-s,507,1038025,0.0-18.0-0.0-0.11,4089,8,7
12,3,object_04,object_09,431.04,6,1,468.045,0.3333333333333333,2,object_02,1,110,0,2,3,library_28,2,memory-2step-stake-s,508,1046029,0.0-18.0-0.0-0.12,4089,6,5
13,4,object_08,object_05,972.37,7,1,482.145,0.3333333333333333,1,object_03,1,113,0,3,2,restaurant_21,2,memory-2step-stake-s,509,1054046,0.0-18.0-0.0-0.13,4089,7,8
14,1,object_06,object_01,890.225,2,2,499.415,0.1111111111111111,2,object_02,1,114,0,2,1,desert_11,2,memory-2step-stake-s,510,1061871,0.0-18.0-0.0-0.14,4089,1,2
15,2,object_07,object_10,630.325,4,1,411.24,0.2222222222222222,2,object_02,5,124,0,4,2,forest_22,2,memory-2step-stake-s,511,1069713,0.0-18.0-0.0-0.15,4089,4,3
16,1,object_01,object_06,559.37,2,1,300.09,0.2222222222222222,2,object_02,5,134,0,2,2,desert_1,2,memory-2step-stake-s,512,1077448,0.0-18.0-0.0-0.16,4089,2,1
17,3,object_04,object_09,652.83,6,1,440.605,0.2222222222222222,2,object_02,1,136,0,6,2,library_13,2,memory-2step-stake-s,513,1085323,0.0-18.0-0.0-0.17,4089,6,5
18,2,object_10,object_07,635.17,4,2,295.465,0.4444444444444444,2,object_02,5,156,0,6,4,forest_3,2,memory-2step-stake-s,514,1093261,0.0-18.0-0.0-0.18,4089,3,4
19,1,object_01,object_06,704.085,2,1,445.495,0.3333333333333333,2,object_02,5,171,0,8,3,desert_6,2,memory-2step-stake-s,515,1101243,0.0-18.0-0.0-0.19,4089,2,1
20,1,object_01,object_06,693.915,1,2,384.34,0.5555555555555556,1,object_03,5,196,0,5,1,desert_20,2,memory-2step-stake-s,516,1109372,0.0-18.0-0.0-0.20,4089,2,1
21,2,object_10,object_07,576.02,3,1,420.945,0.4444444444444444,1,object_03,5,216,0,4,1,forest_7,2,memory-2step-stake-s,517,1117437,0.0-18.0-0.0-0.21,4089,3,4
22,2,object_10,object_07,596.445,3,1,714.845,0.6666666666666666,1,object_03,5,246,0,6,3,forest_12,2,memory-2step-stake-s,518,1125998,0.0-18.0-0.0-0.22,4089,3,4
23,2,object_10,object_07,581.275,4,2,582.47,0.0,2,object_02,5,246,0,8,0,forest_25,2,memory-2step-stake-s,519,1133807,0.0-18.0-0.0-0.23,4089,3,4
24,4,object_08,object_05,605.88,7,1,459.98,0.5555555555555556,1,object_03,1,251,0,5,5,restaurant_19,2,memory-2step-stake-s,520,1142021,0.0-18.0-0.0-0.24,4089,7,8
25,2,object_10,object_07,521.975,4,2,619.92,0.6666666666666666,2,object_02,5,281,0,5,6,forest_31,2,memory-2step-stake-s,521,1150472,0.0-18.0-0.0-0.25,4089,3,4
26,2,object_10,object_07,441.56,3,1,367.54,0.5555555555555556,1,object_03,1,286,0,5,6,forest_18,2,memory-2step-stake-s,522,1158587,0.0-18.0-0.0-0.26,4089,3,4
27,4,object_05,object_08,652.965,7,2,489.835,0.3333333333333333,1,object_03,1,289,0,3,7,restaurant_21,2,memory-2step-stake-s,523,1166607,0.0-18.0-0.0-0.27,4089,8,7
28,2,object_07,object_10,455.235,4,1,513.44,0.8888888888888888,2,object_02,1,297,0,2,8,forest_12,2,memory-2step-stake-s,524,1175153,0.0-18.0-0.0-0.28,4089,4,3
29,4,object_08,object_05,688.145,7,1,572.81,0.2222222222222222,1,object_03,1,299,0,2,9,restaurant_9,2,memory-2step-stake-s,525,1183142,0.0-18.0-0.0-0.29,4089,7,8
30,3,object_09,object_04,1080.17,6,2,610.535,0.8888888888888888,2,object_02,1,307,0,1,8,library_8,2,memory-2step-stake-s,526,1191800,0.0-18.0-0.0-0.30,4089,5,6
31,1,object_06,object_01,587.925,2,2,518.79,1.0,2,object_02,1,316,0,2,9,desert_2,2,memory-2step-stake-s,527,1200475,0.0-18.0-0.0-0.31,4089,1,2
32,3,object_09,object_04,1015.14,6,2,503.375,0.7777777777777778,2,object_02,1,323,0,1,7,library_17,2,memory-2step-stake-s,528,1208924,0.0-18.0-0.0-0.32,4089,5,6
33,1,object_06,object_01,828.595,2,2,398.97,0.6666666666666666,2,object_02,1,329,0,3,6,desert_26,2,memory-2step-stake-s,529,1217168,0.0-18.0-0.0-0.33,4089,1,2
34,3,object_09,object_04,693.525,6,2,488.73,0.7777777777777778,2,object_02,1,336,0,2,7,library_18,2,memory-2step-stake-s,530,1225605,0.0-18.0-0.0-0.34,4089,5,6
35,4,object_05,object_08,961.655,7,2,420.63,0.1111111111111111,1,object_03,1,337,0,1,7,restaurant_23,2,memory-2step-stake-s,531,1233347,0.0-18.0-0.0-0.35,4089,8,7
36,3,object_09,object_04,1129.77,6,2,368.115,0.8888888888888888,2,object_02,1,345,0,0,8,library_31,2,memory-2step-stake-s,532,1241776,0.0-18.0-0.0-0.36,4089,5,6
37,4,object_08,object_05,628.06,8,2,427.175,0.8888888888888888,2,object_02,1,353,0,5,8,restaurant_7,2,memory-2step-stake-s,533,1250263,0.0-18.0-0.0-0.37,4089,7,8
38,1,object_01,object_06,519.69,2,1,391.89,0.8888888888888888,2,object_02,5,393,0,6,8,desert_7,2,memory-2step-stake-s,534,1258698,0.0-18.0-0.0-0.38,4089,2,1
39,3,object_04,object_09,673.66,6,1,1018.42,0.6666666666666666,2,object_02,1,399,0,7,6,library_21,2,memory-2step-stake-s,535,1267556,0.0-18.0-0.0-0.39,4089,6,5
40,1,object_01,object_06,478.31,2,1,452.905,0.5555555555555556,2,object_02,5,424,0,6,5,desert_32,2,memory-2step-stake-s,536,1275759,0.0-18.0-0.0-0.40,4089,2,1
41,2,object_07,object_10,910.17,4,1,464.225,0.2222222222222222,2,object_02,5,434,0,5,2,forest_22,2,memory-2step-stake-s,537,1283653,0.0-18.0-0.0-0.41,4089,4,3
42,1,object_06,object_01,556.855,2,2,361.94,0.1111111111111111,2,object_02,5,439,0,8,1,desert_15,2,memory-2step-stake-s,538,1291345,0.0-18.0-0.0-0.42,4089,1,2
43,3,object_09,object_04,443.025,6,2,309.08,0.1111111111111111,2,object_02,5,444,0,6,1,library_17,2,memory-2step-stake-s,539,1298983,0.0-18.0-0.0-0.43,4089,5,6
44,3,object_04,object_09,657.47,5,2,336.69,0.8888888888888888,1,object_03,5,484,0,8,0,library_5,2,memory-2step-stake-s,540,1307373,0.0-18.0-0.0-0.44,4089,6,5
45,3,object_04,object_09,455.9,6,1,435.495,0.2222222222222222,2,object_02,5,494,0,9,2,library_5,2,memory-2step-stake-s,541,1315238,0.0-18.0-0.0-0.45,4089,6,5
46,3,object_09,object_04,554.955,5,1,318.39,0.8888888888888888,1,object_03,5,534,0,8,4,library_25,2,memory-2step-stake-s,542,1323604,0.0-18.0-0.0-0.46,4089,5,6
47,1,object_01,object_06,-1.0,-1,-1,-1.0,0.0,-,,5,534,0,5,6,desert_6,2,memory-2step-stake-s,543,1330126,0.0-18.0-0.0-0.47,4089,2,1
48,2,object_10,object_07,680.355,3,1,344.48,0.8888888888888888,1,object_03,5,574,0,8,7,forest_9,2,memory-2step-stake-s,544,1338524,0.0-18.0-0.0-0.48,4089,3,4
49,4,object_05,object_08,622.68,7,2,420.485,0.6666666666666666,1,object_03,1,580,0,6,7,restaurant_27,2,memory-2step-stake-s,545,1346781,0.0-18.0-0.0-0.49,4089,8,7
50,3,object_04,object_09,705.85,6,1,309.35,0.6666666666666666,2,object_02,1,586,0,9,6,library_24,2,memory-2step-stake-s,546,1354938,0.0-18.0-0.0-0.50,4089,6,5
51,1,object_06,object_01,885.13,2,2,332.64,1.0,2,object_02,5,631,0,7,9,desert_4,2,memory-2step-stake-s,547,1363430,0.0-18.0-0.0-0.51,4089,1,2
52,4,object_08,object_05,890.085,8,2,371.48,1.0,2,object_02,1,640,0,8,9,restaurant_1,2,memory-2step-stake-s,548,1371965,0.0-18.0-0.0-0.52,4089,7,8
53,1,object_06,object_01,877.77,2,2,354.86,0.7777777777777778,2,object_02,5,675,0,8,7,desert_20,2,memory-2step-stake-s,549,1380268,0.0-18.0-0.0-0.53,4089,1,2
54,4,object_08,object_05,832.505,8,2,337.9,0.8888888888888888,2,object_02,1,683,0,8,8,restaurant_28,2,memory-2step-stake-s,550,1388664,0.0-18.0-0.0-0.54,4089,7,8
