,state1,stim_left,stim_right,rt_1,choice1,response1,rt_2,points,state2,stim_state2,stake,score,practice,rews1,rews2,background,high_arm,trial_type,trial_index,time_elapsed,internal_node_id,subid,stim_left_num,stim_right_num
0,2,object_07,object_05,925.795,3,2,-1.0,0.0,1,object_09,5,0,0,8,0,forest_29,2,memory-2step-stake-s,487,821441,0.0-18.0-0.0-0.0,811,4,3
1,1,object_01,object_04,835.93,2,1,-1.0,0.0,2,object_03,5,0,0,6,0,desert_28,2,memory-2step-stake-s,488,829962,0.0-18.0-0.0-0.1,811,2,1
2,3,object_08,object_02,-1.0,-1,-1,-1.0,0.0,-,,1,0,0,5,0,library_23,2,memory-2step-stake-s,489,836477,0.0-18.0-0.0-0.2,811,6,5
3,3,object_02,object_08,452.865,6,2,-1.0,0.0,2,object_03,1,0,0,8,2,library_25,2,memory-2step-stake-s,490,844998,0.0-18.0-0.0-0.3,811,5,6
4,4,object_06,object_10,758.2,7,2,-1.0,0.0,1,object_09,1,0,0,9,5,restaurant_22,2,memory-2step-stake-s,491,853522,0.0-18.0-0.0-0.4,811,8,7
5,4,object_10,object_06,617.45,8,2,-1.0,0.0,2,object_03,1,0,0,7,5,restaurant_28,2,memory-2step-stake-s,492,862042,0.0-18.0-0.0-0.5,811,7,8
6,1,object_04,object_01,709.58,1,1,-1.0,0.0,1,object_09,5,0,0,6,5,desert_13,2,memory-2step-stake-s,493,870563,0.0-18.0-0.0-0.6,811,1,2
7,2,object_05,object_07,599.715,4,2,-1.0,0.0,2,object_03,5,0,0,6,7,forest_21,2,memory-2step-stake-s,494,879083,0.0-18.0-0.0-0.7,811,3,4
8,2,object_05,object_07,603.415,3,1,-1.0,0.0,1,object_09,1,0,0,4,5,forest_11,2,memory-2step-stake-s,495,887602,0.0-18.0-0.0-0.8,811,3,4
9,1,object_01,object_04,1102.185,1,2,502.33,0.3333333333333333,1,object_09,5,15,0,3,5,desert_9,2,memory-2step-stake-s,496,895626,0.0-18.0-0.0-0.9,811,2,1
10,1,object_01,object_04,410.215,2,1,342.535,0.2222222222222222,2,object_03,5,25,0,0,2,desert_11,2,memory-2step-stake-s,497,903394,0.0-18.0-0.0-0.10,811,2,1
11,1,object_04,object_01,317.845,2,2,441.63,0.2222222222222222,2,object_03,1,27,0,1,2,desert_20,2,memory-2step-stake-s,498,911259,0.0-18.0-0.0-0.11,811,1,2
12,2,object_07,object_05,519.97,4,1,1001.335,0.3333333333333333,2,object_03,5,42,0,1,3,forest_19,2,memory-2step-stake-s,499,919786,0.0-18.0-0.0-0.12,811,4,3
13,4,object_06,object_10,935.43,8,1,893.24,0.1111111111111111,2,object_03,1,43,0,2,1,restaurant_3,2,memory-2step-stake-s,500,927998,0.0-18.0-0.0-0.13,811,8,7
14,4,object_06,object_10,333.415,7,2,561.13,0.0,1,object_09,1,43,0,0,0,restaurant_12,2,memory-2step-stake-s,501,935780,0.0-18.0-0.0-0.14,811,8,7
15,1,object_04,object_01,695.02,1,1,852.785,0.1111111111111111,1,object_09,5,48,0,1,1,desert_13,2,memory-2step-stake-s,502,943956,0.0-18.0-0.0-0.15,811,1,2
16,4,object_10,object_06,650.955,7,1,713.415,0.1111111111111111,1,object_09,1,49,0,1,0,restaurant_12,2,memory-2step-stake-s,503,951989,0.0-18.0-0.0-0.16,811,7,8
17,4,object_06,object_10,598.625,8,1,288.75,0.1111111111111111,2,object_03,5,54,0,1,1,restaurant_28,2,memory-2step-stake-s,504,959599,0.0-18.0-0.0-0.17,811,8,7
18,1,object_01,object_04,541.205,1,2,699.385,0.3333333333333333,1,object_09,5,69,0,3,1,desert_21,2,memory-2step-stake-s,505,967826,0.0-18.0-0.0-0.18,811,2,1
19,2,object_05,object_07,410.88,4,2,676.275,0.1111111111111111,2,object_03,5,74,0,2,1,forest_19,2,memory-2step-stake-s,506,975823,0.0-18.0-0.0-0.19,811,3,4
20,2,object_07,object_05,902.855,3,2,471.22,0.2222222222222222,1,object_09,5,84,0,2,3,forest_14,2,memory-2step-stake-s,507,983716,0.0-18.0-0.0-0.20,811,4,3
21,3,object_02,object_08,552.645,5,1,462.78,0.1111111111111111,1,object_09,1,85,0,1,2,library_1,2,memory-2step-stake-s,508,991498,0.0-18.0-0.0-0.21,811,5,6
