,state1,stim_left,stim_right,rt_1,choice1,response1,rt_2,points,state2,stim_state2,stake,score,practice,rews1,rews2,background,high_arm,trial_type,trial_index,time_elapsed,internal_node_id,subid,stim_left_num,stim_right_num
0,2,object_05,object_02,957.8,3,2,-1.0,0.0,1,object_01,1,0,0,3,2,forest_21,1,memory-2step-stake-s,490,829703,0.0-18.0-0.0-0.0,2912,4,3
1,3,object_08,object_07,1337.85,5,1,-1.0,0.0,1,object_01,5,0,0,2,5,library_30,1,memory-2step-stake-s,491,838308,0.0-18.0-0.0-0.1,2912,5,6
2,2,object_05,object_02,1244.46,4,1,567.455,0.7777777777777778,2,object_09,1,7,0,4,7,forest_17,1,memory-2step-stake-s,492,846943,0.0-18.0-0.0-0.2,2912,4,3
3,3,object_08,object_07,1049.195,6,2,482.7,0.8888888888888888,2,object_09,5,47,0,8,8,library_30,1,memory-2step-stake-s,493,855602,0.0-18.0-0.0-0.3,2912,5,6
4,1,object_10,object_03,1046.98,1,2,920.095,0.8888888888888888,1,object_01,5,87,0,8,7,desert_25,1,memory-2step-stake-s,494,864659,0.0-18.0-0.0-0.4,2912,2,1
5,1,object_03,object_10,724.87,2,2,565.92,0.7777777777777778,2,object_09,1,94,0,7,7,desert_32,1,memory-2step-stake-s,495,873275,0.0-18.0-0.0-0.5,2912,1,2
6,4,object_06,object_04,1134.16,7,1,560.74,0.6666666666666666,1,object_01,5,124,0,6,8,restaurant_31,1,memory-2step-stake-s,496,881792,0.0-18.0-0.0-0.6,2912,7,8
7,4,object_04,object_06,832.34,7,2,326.185,1.0,1,object_01,5,169,0,9,7,restaurant_25,1,memory-2step-stake-s,497,890410,0.0-18.0-0.0-0.7,2912,8,7
8,2,object_05,object_02,671.76,4,1,424.98,0.5555555555555556,2,object_09,1,174,0,9,5,forest_9,1,memory-2step-stake-s,498,898708,0.0-18.0-0.0-0.8,2912,4,3
9,3,object_07,object_08,562.93,5,2,621.755,0.8888888888888888,1,object_01,5,214,0,8,3,library_17,1,memory-2step-stake-s,499,907510,0.0-18.0-0.0-0.9,2912,6,5
10,4,object_06,object_04,654.935,7,1,824.915,0.8888888888888888,1,object_01,1,222,0,8,4,restaurant_26,1,memory-2step-stake-s,500,916497,0.0-18.0-0.0-0.10,2912,7,8
11,4,object_04,object_06,797.4400001,7,2,359.8250001,0.8888888888888888,1,object_01,5,262,0,8,3,restaurant_4,1,memory-2step-stake-s,501,925019,0.0-18.0-0.0-0.11,2912,8,7
12,3,object_07,object_08,840.8149999,6,1,651.42,0.0,2,object_09,5,262,0,8,0,library_19,1,memory-2step-stake-s,502,932951,0.0-18.0-0.0-0.12,2912,6,5
13,2,object_05,object_02,826.12,3,2,392.785,1.0,1,object_01,5,307,0,9,3,forest_24,1,memory-2step-stake-s,503,941594,0.0-18.0-0.0-0.13,2912,4,3
14,4,object_06,object_04,599.77,7,1,420.7,0.5555555555555556,1,object_01,1,312,0,5,1,restaurant_6,1,memory-2step-stake-s,504,949857,0.0-18.0-0.0-0.14,2912,7,8
15,3,object_07,object_08,-1.0,-1,-1,-1.0,0.0,-,,5,312,0,5,3,library_4,1,memory-2step-stake-s,505,956422,0.0-18.0-0.0-0.15,2912,6,5
16,3,object_07,object_08,663.91,5,2,548.985,0.3333333333333333,1,object_01,5,327,0,3,8,library_31,1,memory-2step-stake-s,506,964585,0.0-18.0-0.0-0.16,2912,6,5
17,3,object_08,object_07,955.015,6,2,526.27,1.0,2,object_09,5,372,0,5,9,library_12,1,memory-2step-stake-s,507,973394,0.0-18.0-0.0-0.17,2912,5,6
18,2,object_02,object_05,1117.17,4,2,355.815,1.0,2,object_09,1,381,0,2,9,forest_8,1,memory-2step-stake-s,508,982030,0.0-18.0-0.0-0.18,2912,3,4
19,3,object_08,object_07,863.625,6,2,302.19,1.0,2,object_09,5,426,0,1,9,library_12,1,memory-2step-stake-s,509,990569,0.0-18.0-0.0-0.19,2912,5,6
20,2,object_05,object_02,602.48,4,1,-1.0,0.0,2,object_09,1,426,0,1,9,forest_6,1,memory-2step-stake-s,510,999129,0.0-18.0-0.0-0.20,2912,4,3
21,3,object_08,object_07,774.275,5,1,346.865,0.3333333333333333,1,object_01,5,441,0,3,7,library_8,1,memory-2step-stake-s,511,1007060,0.0-18.0-0.0-0.21,2912,5,6
22,2,object_05,object_02,888.295,3,2,312.305,0.5555555555555556,1,object_01,5,466,0,5,5,forest_31,1,memory-2step-stake-s,512,1015243,0.0-18.0-0.0-0.22,2912,4,3
23,2,object_05,object_02,761.99,3,2,309.285,0.3333333333333333,1,object_01,5,481,0,3,6,forest_17,1,memory-2step-stake-s,513,1023176,0.0-18.0-0.0-0.23,2912,4,3
24,3,object_07,object_08,1247.115,6,1,377.83,0.8888888888888888,2,object_09,5,521,0,1,8,library_19,1,memory-2step-stake-s,514,1031719,0.0-18.0-0.0-0.24,2912,6,5
25,3,object_08,object_07,894.18,6,2,443.105,0.8888888888888888,2,object_09,5,561,0,4,8,library_1,1,memory-2step-stake-s,515,1040314,0.0-18.0-0.0-0.25,2912,5,6
26,3,object_07,object_08,840.04,6,1,256.785,0.6666666666666666,2,object_09,1,567,0,6,6,library_1,1,memory-2step-stake-s,516,1048484,0.0-18.0-0.0-0.26,2912,6,5
27,1,object_03,object_10,907.235,2,2,526.46,0.5555555555555556,2,object_09,1,572,0,8,5,desert_20,1,memory-2step-stake-s,517,1056810,0.0-18.0-0.0-0.27,2912,1,2
28,3,object_08,object_07,1125.065,5,1,520.525,0.4444444444444444,1,object_01,5,592,0,4,3,library_19,1,memory-2step-stake-s,518,1065027,0.0-18.0-0.0-0.28,2912,5,6
29,1,object_10,object_03,616.285,2,1,416.725,0.6666666666666666,2,object_09,1,598,0,3,6,desert_20,1,memory-2step-stake-s,519,1073455,0.0-18.0-0.0-0.29,2912,2,1
30,1,object_10,object_03,948.66,2,1,639.175,0.7777777777777778,2,object_09,5,633,0,3,7,desert_11,1,memory-2step-stake-s,520,1082088,0.0-18.0-0.0-0.30,2912,2,1
31,2,object_05,object_02,811.165,4,1,1196.845,1.0,2,object_09,1,642,0,5,9,forest_2,1,memory-2step-stake-s,521,1091559,0.0-18.0-0.0-0.31,2912,4,3
32,4,object_06,object_04,1003.75,8,2,487.85,0.7777777777777778,2,object_09,5,677,0,0,7,restaurant_15,1,memory-2step-stake-s,522,1100093,0.0-18.0-0.0-0.32,2912,7,8
33,1,object_03,object_10,867.9050001,1,1,320.82,0.2222222222222222,1,object_01,1,679,0,2,7,desert_8,1,memory-2step-stake-s,523,1107907,0.0-18.0-0.0-0.33,2912,1,2
34,2,object_02,object_05,808.19,4,2,334.29,0.8888888888888888,2,object_09,1,687,0,2,8,forest_13,1,memory-2step-stake-s,524,1116354,0.0-18.0-0.0-0.34,2912,3,4
35,1,object_03,object_10,1168.3,2,2,353.125,1.0,2,object_09,1,696,0,3,9,desert_25,1,memory-2step-stake-s,525,1124936,0.0-18.0-0.0-0.35,2912,1,2
36,3,object_08,object_07,761.145,5,1,300.2,0.5555555555555556,1,object_01,1,701,0,5,5,library_16,1,memory-2step-stake-s,526,1133097,0.0-18.0-0.0-0.36,2912,5,6
37,1,object_10,object_03,944.095,1,2,317.7,0.6666666666666666,1,object_01,1,707,0,6,2,desert_31,1,memory-2step-stake-s,527,1141339,0.0-18.0-0.0-0.37,2912,2,1
38,1,object_10,object_03,750.47,1,2,325.115,0.6666666666666666,1,object_01,1,713,0,6,4,desert_10,1,memory-2step-stake-s,528,1149617,0.0-18.0-0.0-0.38,2912,2,1
39,3,object_08,object_07,695.66,5,1,322.405,0.7777777777777778,1,object_01,5,748,0,7,2,library_2,1,memory-2step-stake-s,529,1157989,0.0-18.0-0.0-0.39,2912,5,6
40,3,object_08,object_07,873.68,6,2,311.35,0.0,2,object_09,1,748,0,7,0,library_16,1,memory-2step-stake-s,530,1165592,0.0-18.0-0.0-0.40,2912,5,6
41,1,object_10,object_03,1260.775,1,2,363.6,0.5555555555555556,1,object_01,1,753,0,5,1,desert_2,1,memory-2step-stake-s,531,1173795,0.0-18.0-0.0-0.41,2912,2,1
42,2,object_05,object_02,958.99,4,1,319.395,0.1111111111111111,2,object_09,1,754,0,5,1,forest_2,1,memory-2step-stake-s,532,1181491,0.0-18.0-0.0-0.42,2912,4,3
43,4,object_04,object_06,686.06,7,2,354.855,0.6666666666666666,1,object_01,1,760,0,6,0,restaurant_4,1,memory-2step-stake-s,533,1189779,0.0-18.0-0.0-0.43,2912,8,7
44,4,object_04,object_06,750.965,7,2,310.66,0.3333333333333333,1,object_01,5,775,0,3,2,restaurant_17,1,memory-2step-stake-s,534,1197717,0.0-18.0-0.0-0.44,2912,8,7
45,4,object_06,object_04,786.24,8,2,333.51,0.2222222222222222,2,object_09,5,785,0,4,2,restaurant_20,1,memory-2step-stake-s,535,1205558,0.0-18.0-0.0-0.45,2912,7,8
46,1,object_03,object_10,923.805,1,1,446.81,0.3333333333333333,1,object_01,1,788,0,3,2,desert_24,1,memory-2step-stake-s,536,1213591,0.0-18.0-0.0-0.46,2912,1,2
47,3,object_08,object_07,1066.18,6,2,516.925,0.5555555555555556,2,object_09,5,813,0,2,5,library_11,1,memory-2step-stake-s,537,1221952,0.0-18.0-0.0-0.47,2912,5,6
48,4,object_04,object_06,944.95,7,2,402.335,0.3333333333333333,1,object_01,1,816,0,3,2,restaurant_32,1,memory-2step-stake-s,538,1229937,0.0-18.0-0.0-0.48,2912,8,7
49,4,object_04,object_06,773.925,8,1,323.19,0.4444444444444444,2,object_09,5,836,0,2,4,restaurant_14,1,memory-2step-stake-s,539,1238003,0.0-18.0-0.0-0.49,2912,8,7
50,2,object_02,object_05,1162.22,3,1,391.6,0.1111111111111111,1,object_01,1,837,0,1,4,forest_11,1,memory-2step-stake-s,540,1245785,0.0-18.0-0.0-0.50,2912,3,4
51,2,object_05,object_02,915.425,4,1,342.715,0.2222222222222222,2,object_09,1,839,0,1,2,forest_15,1,memory-2step-stake-s,541,1253629,0.0-18.0-0.0-0.51,2912,4,3
52,3,object_08,object_07,1192.155,5,1,407.8,0.0,1,object_01,5,839,0,0,1,library_31,1,memory-2step-stake-s,542,1261289,0.0-18.0-0.0-0.52,2912,5,6
53,2,object_05,object_02,1048.695,4,1,845.33,0.0,2,object_09,1,839,0,2,0,forest_17,1,memory-2step-stake-s,543,1269408,0.0-18.0-0.0-0.53,2912,4,3
54,1,object_10,object_03,584.14,1,2,336.105,0.1111111111111111,1,object_01,1,840,0,1,1,desert_31,1,memory-2step-stake-s,544,1277116,0.0-18.0-0.0-0.54,2912,2,1
55,2,object_02,object_05,867.145,4,2,367.46,0.1111111111111111,2,object_09,5,845,0,2,1,forest_11,1,memory-2step-stake-s,545,1284893,0.0-18.0-0.0-0.55,2912,3,4
56,3,object_08,object_07,666.105,5,1,356.615,0.6666666666666666,1,object_01,5,875,0,6,3,library_7,1,memory-2step-stake-s,546,1293208,0.0-18.0-0.0-0.56,2912,5,6
57,4,object_06,object_04,-1.0,-1,-1,-1.0,0.0,-,,1,875,0,5,5,restaurant_2,1,memory-2step-stake-s,547,1299781,0.0-18.0-0.0-0.57,2912,7,8
58,4,object_06,object_04,804.705,8,2,467.14,0.3333333333333333,2,object_09,5,890,0,7,3,restaurant_20,1,memory-2step-stake-s,548,1307865,0.0-18.0-0.0-0.58,2912,7,8
59,2,object_05,object_02,639.595,3,2,320.95,0.5555555555555556,1,object_01,1,895,0,5,3,forest_15,1,memory-2step-stake-s,549,1316045,0.0-18.0-0.0-0.59,2912,4,3
