,state1,stim_left,stim_right,rt_1,choice1,response1,rt_2,points,state2,stim_state2,stake,score,practice,rews1,rews2,background,high_arm,trial_type,trial_index,time_elapsed,internal_node_id,subid,stim_left_num,stim_right_num
0,2,object_09,object_08,1301.405,4,2,1414.515,0.1111111111111111,2,object_10,5,5,0,9,1,forest_16,2,memory-2step-stake-s,491,1203358,0.0-18.0-0.0-0.0,4091,3,4
1,2,object_08,object_09,1243.945,4,1,736.96,0.1111111111111111,2,object_10,5,10,0,6,1,forest_14,2,memory-2step-stake-s,492,1211411,0.0-18.0-0.0-0.1,4091,4,3
2,2,object_09,object_08,1166.715,3,1,343.98,0.6666666666666666,1,object_04,1,16,0,6,1,forest_28,2,memory-2step-stake-s,493,1219577,0.0-18.0-0.0-0.2,4091,3,4
3,2,object_09,object_08,1068.615,3,1,419.985,0.8888888888888888,1,object_04,5,56,0,8,2,forest_16,2,memory-2step-stake-s,494,1228022,0.0-18.0-0.0-0.3,4091,3,4
4,1,object_02,object_07,961.14,1,2,603.145,0.6666666666666666,1,object_04,5,86,0,6,0,desert_10,2,memory-2step-stake-s,495,1236445,0.0-18.0-0.0-0.4,4091,2,1
5,4,object_06,object_01,1392.585,8,2,437.61,0.3333333333333333,2,object_10,1,89,0,8,3,restaurant_9,2,memory-2step-stake-s,496,1244399,0.0-18.0-0.0-0.5,4091,7,8
6,4,object_06,object_01,1465.15,7,1,712.325,0.6666666666666666,1,object_04,1,95,0,6,3,restaurant_29,2,memory-2step-stake-s,497,1252932,0.0-18.0-0.0-0.6,4091,7,8
7,4,object_01,object_06,1368.655,7,2,404.835,0.7777777777777778,1,object_04,1,102,0,7,3,restaurant_2,2,memory-2step-stake-s,498,1261255,0.0-18.0-0.0-0.7,4091,8,7
8,1,object_07,object_02,870.47,2,2,390.77,0.2222222222222222,2,object_10,5,112,0,8,2,desert_7,2,memory-2step-stake-s,499,1269062,0.0-18.0-0.0-0.8,4091,1,2
9,2,object_08,object_09,1158.3,3,2,289.615,0.6666666666666666,1,object_04,5,142,0,6,1,forest_6,2,memory-2step-stake-s,500,1277178,0.0-18.0-0.0-0.9,4091,4,3
10,1,object_02,object_07,1222.93,1,2,303.425,0.6666666666666666,1,object_04,1,148,0,6,2,desert_17,2,memory-2step-stake-s,501,1285304,0.0-18.0-0.0-0.10,4091,2,1
11,4,object_06,object_01,884.56,8,2,388.73,0.0,2,object_10,1,148,0,6,0,restaurant_21,2,memory-2step-stake-s,502,1292911,0.0-18.0-0.0-0.11,4091,7,8
12,3,object_05,object_03,1302.5,5,2,281.29,0.5555555555555556,1,object_04,1,153,0,5,3,library_20,2,memory-2step-stake-s,503,1300908,0.0-18.0-0.0-0.12,4091,6,5
13,1,object_02,object_07,975.945,2,1,433.85,0.2222222222222222,2,object_10,5,163,0,4,2,desert_2,2,memory-2step-stake-s,504,1308755,0.0-18.0-0.0-0.13,4091,2,1
14,1,object_02,object_07,429.65,1,2,259.025,0.6666666666666666,1,object_04,5,193,0,6,3,desert_27,2,memory-2step-stake-s,505,1316836,0.0-18.0-0.0-0.14,4091,2,1
15,3,object_05,object_03,1379.785,6,1,369.65,0.7777777777777778,2,object_10,1,200,0,4,7,library_32,2,memory-2step-stake-s,506,1325128,0.0-18.0-0.0-0.15,4091,6,5
16,3,object_05,object_03,1411.05,5,2,347.095,0.1111111111111111,1,object_04,5,205,0,1,6,library_23,2,memory-2step-stake-s,507,1332793,0.0-18.0-0.0-0.16,4091,6,5
17,3,object_03,object_05,1378.16,5,1,253.645,0.1111111111111111,1,object_04,5,210,0,1,3,library_1,2,memory-2step-stake-s,508,1340365,0.0-18.0-0.0-0.17,4091,5,6
18,3,object_05,object_03,1135.505,5,2,257.12,0.3333333333333333,1,object_04,5,225,0,3,2,library_26,2,memory-2step-stake-s,509,1348138,0.0-18.0-0.0-0.18,4091,6,5
19,3,object_03,object_05,1383.86,5,1,308.9,0.6666666666666666,1,object_04,1,231,0,6,1,library_26,2,memory-2step-stake-s,510,1356274,0.0-18.0-0.0-0.19,4091,5,6
20,2,object_09,object_08,910.105,4,2,285.29,0.2222222222222222,2,object_10,1,233,0,7,2,forest_6,2,memory-2step-stake-s,511,1363974,0.0-18.0-0.0-0.20,4091,3,4
21,3,object_03,object_05,855.985,5,1,319.565,0.7777777777777778,1,object_04,1,240,0,7,7,library_25,2,memory-2step-stake-s,512,1372221,0.0-18.0-0.0-0.21,4091,5,6
22,1,object_02,object_07,677.745,1,2,313.24,0.7777777777777778,1,object_04,1,247,0,7,7,desert_5,2,memory-2step-stake-s,513,1380454,0.0-18.0-0.0-0.22,4091,2,1
23,1,object_02,object_07,561.52,1,2,326.105,0.6666666666666666,1,object_04,5,277,0,6,6,desert_5,2,memory-2step-stake-s,514,1388599,0.0-18.0-0.0-0.23,4091,2,1
24,2,object_09,object_08,-1.0,-1,-1,-1.0,0.0,-,,5,277,0,7,2,forest_18,2,memory-2step-stake-s,515,1395108,0.0-18.0-0.0-0.24,4091,3,4
25,2,object_09,object_08,511.705,4,2,372.05,0.2222222222222222,2,object_10,5,287,0,9,2,forest_29,2,memory-2step-stake-s,516,1402894,0.0-18.0-0.0-0.25,4091,3,4
26,3,object_05,object_03,405.135,5,2,418.455,0.8888888888888888,1,object_04,1,295,0,8,0,library_20,2,memory-2step-stake-s,517,1411331,0.0-18.0-0.0-0.26,4091,6,5
27,2,object_09,object_08,1082.14,3,1,292.805,0.6666666666666666,1,object_04,5,325,0,6,5,forest_17,2,memory-2step-stake-s,518,1419447,0.0-18.0-0.0-0.27,4091,3,4
28,4,object_06,object_01,886.73,8,2,564.86,0.5555555555555556,2,object_10,1,330,0,6,5,restaurant_10,2,memory-2step-stake-s,519,1427732,0.0-18.0-0.0-0.28,4091,7,8
29,4,object_06,object_01,-1.0,-1,-1,-1.0,0.0,-,,1,330,0,8,5,restaurant_14,2,memory-2step-stake-s,520,1434244,0.0-18.0-0.0-0.29,4091,7,8
30,2,object_09,object_08,608.555,4,2,307.885,0.7777777777777778,2,object_10,5,365,0,9,7,forest_18,2,memory-2step-stake-s,521,1442474,0.0-18.0-0.0-0.30,4091,3,4
31,1,object_07,object_02,699.76,1,1,392.885,0.7777777777777778,1,object_04,5,400,0,7,6,desert_2,2,memory-2step-stake-s,522,1450786,0.0-18.0-0.0-0.31,4091,1,2
32,1,object_07,object_02,715.47,2,2,312.165,0.3333333333333333,2,object_10,1,403,0,7,3,desert_32,2,memory-2step-stake-s,523,1458614,0.0-18.0-0.0-0.32,4091,1,2
33,1,object_02,object_07,571.125,1,2,251.265,0.5555555555555556,1,object_04,5,428,0,5,2,desert_22,2,memory-2step-stake-s,524,1466584,0.0-18.0-0.0-0.33,4091,2,1
34,1,object_02,object_07,535.56,2,1,365.585,0.3333333333333333,2,object_10,5,443,0,8,3,desert_14,2,memory-2step-stake-s,525,1474472,0.0-18.0-0.0-0.34,4091,2,1
35,4,object_06,object_01,372.295,8,2,341.265,0.2222222222222222,2,object_10,1,445,0,3,2,restaurant_23,2,memory-2step-stake-s,526,1482229,0.0-18.0-0.0-0.35,4091,7,8
36,4,object_06,object_01,678.17,7,1,609.07,0.0,1,object_04,1,445,0,0,4,restaurant_29,2,memory-2step-stake-s,527,1490051,0.0-18.0-0.0-0.36,4091,7,8
37,4,object_06,object_01,864.47,8,2,353.81,0.6666666666666666,2,object_10,1,451,0,1,6,restaurant_30,2,memory-2step-stake-s,528,1498226,0.0-18.0-0.0-0.37,4091,7,8
38,1,object_02,object_07,601.71,1,2,354.46,0.2222222222222222,1,object_04,5,461,0,2,5,desert_19,2,memory-2step-stake-s,529,1505999,0.0-18.0-0.0-0.38,4091,2,1
39,1,object_07,object_02,1213.775,1,1,334.71,0.3333333333333333,1,object_04,1,464,0,3,6,desert_25,2,memory-2step-stake-s,530,1513854,0.0-18.0-0.0-0.39,4091,1,2
40,3,object_05,object_03,431.655,6,1,272.315,1.0,2,object_10,1,473,0,4,9,library_1,2,memory-2step-stake-s,531,1522248,0.0-18.0-0.0-0.40,4091,6,5
41,2,object_09,object_08,745.955,4,2,436.355,0.8888888888888888,2,object_10,1,481,0,5,8,forest_1,2,memory-2step-stake-s,532,1530704,0.0-18.0-0.0-0.41,4091,3,4
42,3,object_05,object_03,1137.29,6,1,401.035,0.6666666666666666,2,object_10,5,511,0,3,6,library_5,2,memory-2step-stake-s,533,1538926,0.0-18.0-0.0-0.42,4091,6,5
43,4,object_06,object_01,311.885,7,1,289.695,0.2222222222222222,1,object_04,1,513,0,2,9,restaurant_1,2,memory-2step-stake-s,534,1546635,0.0-18.0-0.0-0.43,4091,7,8
44,4,object_06,object_01,1254.815,8,2,322.665,0.5555555555555556,2,object_10,1,518,0,3,5,restaurant_1,2,memory-2step-stake-s,535,1554675,0.0-18.0-0.0-0.44,4091,7,8
45,4,object_01,object_06,636.66,7,2,260.91,0.1111111111111111,1,object_04,1,519,0,1,6,restaurant_11,2,memory-2step-stake-s,536,1562250,0.0-18.0-0.0-0.45,4091,8,7
46,1,object_02,object_07,494.95,1,2,582.265,0.3333333333333333,1,object_04,5,534,0,3,8,desert_7,2,memory-2step-stake-s,537,1570351,0.0-18.0-0.0-0.46,4091,2,1
47,1,object_02,object_07,439.205,1,2,268.55,0.2222222222222222,1,object_04,5,544,0,2,4,desert_20,2,memory-2step-stake-s,538,1578038,0.0-18.0-0.0-0.47,4091,2,1
48,1,object_02,object_07,649.865,2,1,281.56,0.5555555555555556,2,object_10,5,569,0,3,5,desert_32,2,memory-2step-stake-s,539,1586038,0.0-18.0-0.0-0.48,4091,2,1
49,4,object_06,object_01,702.575,7,1,264.495,0.5555555555555556,1,object_04,1,574,0,5,3,restaurant_30,2,memory-2step-stake-s,540,1594024,0.0-18.0-0.0-0.49,4091,7,8
50,2,object_09,object_08,687.0,3,1,538.41,0.5555555555555556,1,object_04,5,599,0,5,2,forest_29,2,memory-2step-stake-s,541,1602278,0.0-18.0-0.0-0.50,4091,3,4
51,2,object_09,object_08,738.84,4,2,454.92,0.3333333333333333,2,object_10,5,614,0,7,3,forest_26,2,memory-2step-stake-s,542,1610256,0.0-18.0-0.0-0.51,4091,3,4
52,4,object_06,object_01,826.855,8,2,230.145,0.5555555555555556,2,object_10,1,619,0,6,5,restaurant_4,2,memory-2step-stake-s,543,1618210,0.0-18.0-0.0-0.52,4091,7,8
53,2,object_09,object_08,946.35,4,2,274.9,0.6666666666666666,2,object_10,5,649,0,4,6,forest_17,2,memory-2step-stake-s,544,1626314,0.0-18.0-0.0-0.53,4091,3,4
54,4,object_01,object_06,620.825,8,1,293.0,0.5555555555555556,2,object_10,1,654,0,6,5,restaurant_14,2,memory-2step-stake-s,545,1634320,0.0-18.0-0.0-0.54,4091,8,7
55,1,object_07,object_02,646.22,2,2,424.36,0.7777777777777778,2,object_10,5,689,0,3,7,desert_19,2,memory-2step-stake-s,546,1642670,0.0-18.0-0.0-0.55,4091,1,2
56,2,object_08,object_09,948.605,3,2,737.88,0.3333333333333333,1,object_04,5,704,0,3,8,forest_10,2,memory-2step-stake-s,547,1650923,0.0-18.0-0.0-0.56,4091,4,3
57,1,object_02,object_07,728.39,1,2,341.985,0.6666666666666666,1,object_04,5,734,0,6,9,desert_10,2,memory-2step-stake-s,548,1659089,0.0-18.0-0.0-0.57,4091,2,1
58,3,object_05,object_03,354.985,6,1,350.445,0.4444444444444444,2,object_10,1,738,0,5,4,library_32,2,memory-2step-stake-s,549,1667056,0.0-18.0-0.0-0.58,4091,6,5
59,1,object_07,object_02,409.81,2,2,340.945,0.5555555555555556,2,object_10,1,743,0,2,5,desert_14,2,memory-2step-stake-s,550,1675122,0.0-18.0-0.0-0.59,4091,1,2
60,1,object_07,object_02,433.015,2,2,300.655,0.4444444444444444,2,object_10,5,763,0,4,4,desert_30,2,memory-2step-stake-s,551,1683045,0.0-18.0-0.0-0.60,4091,1,2
61,3,object_03,object_05,535.4,5,1,417.98,0.2222222222222222,1,object_04,5,773,0,2,5,library_5,2,memory-2step-stake-s,552,1690882,0.0-18.0-0.0-0.61,4091,5,6
62,2,object_09,object_08,412.535,4,2,309.595,0.7777777777777778,2,object_10,5,808,0,5,7,forest_13,2,memory-2step-stake-s,553,1699538,0.0-18.0-0.0-0.62,4091,3,4
63,4,object_06,object_01,286.995,8,2,297.04,0.7777777777777778,2,object_10,1,815,0,5,7,restaurant_4,2,memory-2step-stake-s,554,1707754,0.0-18.0-0.0-0.63,4091,7,8
64,4,object_06,object_01,605.635,7,1,527.78,0.1111111111111111,1,object_04,1,816,0,1,9,restaurant_26,2,memory-2step-stake-s,555,1715600,0.0-18.0-0.0-0.64,4091,7,8
65,3,object_05,object_03,266.685,5,2,383.575,0.2222222222222222,1,object_04,1,818,0,2,8,library_10,2,memory-2step-stake-s,556,1723405,0.0-18.0-0.0-0.65,4091,6,5
66,2,object_09,object_08,911.185,4,2,346.415,0.7777777777777778,2,object_10,5,853,0,2,7,forest_30,2,memory-2step-stake-s,557,1731677,0.0-18.0-0.0-0.66,4091,3,4
67,2,object_09,object_08,628.725,3,1,297.38,0.2222222222222222,1,object_04,5,863,0,2,7,forest_10,2,memory-2step-stake-s,558,1739393,0.0-18.0-0.0-0.67,4091,3,4
68,1,object_02,object_07,559.46,1,2,321.545,0.1111111111111111,1,object_04,5,868,0,1,8,desert_25,2,memory-2step-stake-s,559,1747034,0.0-18.0-0.0-0.68,4091,2,1
