,state1,stim_left,stim_right,rt_1,choice1,response1,rt_2,points,state2,stim_state2,stake,score,practice,rews1,rews2,background,high_arm,trial_type,trial_index,time_elapsed,internal_node_id,subid,stim_left_num,stim_right_num
0,1,object_07,object_10,1205.2,1,1,-1.0,0.0,1,object_09,5,0,0,4,1,desert_31,2,memory-2step-stake-s,495,1066080,0.0-18.0-0.0-0.0,4390,1,2
1,4,object_04,object_02,761.4,8,1,1308.77,0.4444444444444444,2,object_03,1,4,0,6,4,restaurant_30,2,memory-2step-stake-s,496,1075044,0.0-18.0-0.0-0.1,4390,8,7
2,1,object_10,object_07,574.735,1,2,526.66,0.6666666666666666,1,object_09,1,10,0,6,6,desert_12,2,memory-2step-stake-s,497,1083423,0.0-18.0-0.0-0.2,4390,2,1
3,2,object_05,object_08,618.2200001,3,1,669.5300001,0.6666666666666666,1,object_09,5,40,0,6,7,forest_25,2,memory-2step-stake-s,498,1091942,0.0-18.0-0.0-0.3,4390,3,4
4,2,object_08,object_05,922.29,4,1,1142.07,1.0,2,object_03,5,85,0,6,9,forest_23,2,memory-2step-stake-s,499,1101251,0.0-18.0-0.0-0.4,4390,4,3
5,1,object_10,object_07,909.47,1,2,694.49,0.7777777777777778,1,object_09,5,120,0,7,5,desert_4,2,memory-2step-stake-s,500,1109891,0.0-18.0-0.0-0.5,4390,2,1
6,2,object_05,object_08,772.455,4,2,533.8099999,0.3333333333333333,2,object_03,5,135,0,8,3,forest_15,2,memory-2step-stake-s,501,1117967,0.0-18.0-0.0-0.6,4390,3,4
7,3,object_01,object_06,925.125,6,1,622.32,0.3333333333333333,2,object_03,1,138,0,8,3,library_21,2,memory-2step-stake-s,502,1126133,0.0-18.0-0.0-0.7,4390,6,5
8,3,object_06,object_01,932.665,6,2,771.8750001,0.3333333333333333,2,object_03,1,141,0,9,3,library_31,2,memory-2step-stake-s,503,1134444,0.0-18.0-0.0-0.8,4390,5,6
9,2,object_08,object_05,690.0650001,3,2,499.89,0.8888888888888888,1,object_09,1,149,0,8,3,forest_19,2,memory-2step-stake-s,504,1142993,0.0-18.0-0.0-0.9,4390,4,3
10,3,object_01,object_06,853.17,5,2,669.7,0.8888888888888888,1,object_09,1,157,0,8,3,library_4,2,memory-2step-stake-s,505,1151715,0.0-18.0-0.0-0.10,4390,6,5
11,1,object_07,object_10,1117.215,1,1,491.6600001,0.8888888888888888,1,object_09,5,197,0,8,3,desert_18,2,memory-2step-stake-s,506,1160267,0.0-18.0-0.0-0.11,4390,1,2
12,4,object_02,object_04,921.4849998999999,8,2,468.32499989999997,0.2222222222222222,2,object_03,1,199,0,8,2,restaurant_19,2,memory-2step-stake-s,507,1168167,0.0-18.0-0.0-0.12,4390,7,8
